,s1,s2,s3,s4,e1,e2,e3,e4
30,0.05,0.05,0.1,0.7500000000000001,0.14745,0.14745,0.2949,0.4102
31,0.05,0.05,0.15000000000000002,0.05,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
32,0.05,0.05,0.15000000000000002,0.1,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
33,0.05,0.05,0.15000000000000002,0.15000000000000002,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
34,0.05,0.05,0.15000000000000002,0.2,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
35,0.05,0.05,0.15000000000000002,0.25,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
36,0.05,0.05,0.15000000000000002,0.3,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
37,0.05,0.05,0.15000000000000002,0.35,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
38,0.05,0.05,0.15000000000000002,0.39999999999999997,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
39,0.05,0.05,0.15000000000000002,0.44999999999999996,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
40,0.05,0.05,0.15000000000000002,0.49999999999999994,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
41,0.05,0.05,0.15000000000000002,0.5499999999999999,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
42,0.05,0.05,0.15000000000000002,0.6,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
43,0.05,0.05,0.15000000000000002,0.65,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
44,0.05,0.05,0.15000000000000002,0.7000000000000001,0.1179600000000241,0.1179600000000241,0.353879999999951,0.41020000000000084
45,0.05,0.05,0.2,0.05,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
46,0.05,0.05,0.2,0.1,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
47,0.05,0.05,0.2,0.15000000000000002,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
48,0.05,0.05,0.2,0.2,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
49,0.05,0.05,0.2,0.25,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
50,0.05,0.05,0.2,0.3,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
51,0.05,0.05,0.2,0.35,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
52,0.05,0.05,0.2,0.39999999999999997,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
53,0.05,0.05,0.2,0.44999999999999996,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
54,0.05,0.05,0.2,0.49999999999999994,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
55,0.05,0.05,0.2,0.5499999999999999,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
56,0.05,0.05,0.2,0.6,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
57,0.05,0.05,0.2,0.65,0.09829999999999656,0.09829999999999656,0.3931999999999862,0.41020000000002066
58,0.05,0.05,0.25,0.05,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
59,0.05,0.05,0.25,0.1,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
60,0.05,0.05,0.25,0.15000000000000002,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
61,0.05,0.05,0.25,0.2,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
62,0.05,0.05,0.25,0.25,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
63,0.05,0.05,0.25,0.3,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
64,0.05,0.05,0.25,0.35,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
65,0.05,0.05,0.25,0.39999999999999997,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
66,0.05,0.05,0.25,0.44999999999999996,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
67,0.05,0.05,0.25,0.49999999999999994,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
68,0.05,0.05,0.25,0.5499999999999999,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
69,0.05,0.05,0.25,0.6,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
70,0.05,0.05,0.25,0.65,0.08425714285712868,0.08425714285712868,0.421285714285742,0.4102000000000007
71,0.05,0.05,0.3,0.05,0.07372500000000001,0.07372500000000001,0.44235,0.4102
72,0.05,0.05,0.3,0.1,0.07372500000000001,0.07372500000000001,0.44235,0.4102
73,0.05,0.05,0.3,0.15000000000000002,0.07372500000000001,0.07372500000000001,0.44235,0.4102
74,0.05,0.05,0.3,0.2,0.07372500000000001,0.07372500000000001,0.44235,0.4102
75,0.05,0.05,0.3,0.25,0.07372500000000001,0.07372500000000001,0.44235,0.4102
76,0.05,0.05,0.3,0.3,0.07372500000000001,0.07372500000000001,0.44235,0.4102
77,0.05,0.05,0.3,0.35,0.07372500000000001,0.07372500000000001,0.44235,0.4102
78,0.05,0.05,0.3,0.39999999999999997,0.07372500000000001,0.07372500000000001,0.44235,0.4102
79,0.05,0.05,0.3,0.44999999999999996,0.07372500000000001,0.07372500000000001,0.44235,0.4102
80,0.05,0.05,0.3,0.49999999999999994,0.07372500000000001,0.07372500000000001,0.44235,0.4102
81,0.05,0.05,0.3,0.5499999999999999,0.07372500000000001,0.07372500000000001,0.44235,0.4102
82,0.05,0.05,0.3,0.6,0.07372500000000001,0.07372500000000001,0.44235,0.4102
83,0.05,0.05,0.35,0.05,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
84,0.05,0.05,0.35,0.1,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
85,0.05,0.05,0.35,0.15000000000000002,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
86,0.05,0.05,0.35,0.2,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
87,0.05,0.05,0.35,0.25,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
88,0.05,0.05,0.35,0.3,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
89,0.05,0.05,0.35,0.35,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
90,0.05,0.05,0.35,0.39999999999999997,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
91,0.05,0.05,0.35,0.44999999999999996,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
92,0.05,0.05,0.35,0.49999999999999994,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
93,0.05,0.05,0.35,0.5499999999999999,0.06553333333332478,0.06553333333332478,0.4587333333333416,0.41020000000000895
94,0.05,0.05,0.39999999999999997,0.05,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
95,0.05,0.05,0.39999999999999997,0.1,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
96,0.05,0.05,0.39999999999999997,0.15000000000000002,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
97,0.05,0.05,0.39999999999999997,0.2,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
98,0.05,0.05,0.39999999999999997,0.25,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
99,0.05,0.05,0.39999999999999997,0.3,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
100,0.05,0.05,0.39999999999999997,0.35,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
101,0.05,0.05,0.39999999999999997,0.39999999999999997,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
102,0.05,0.05,0.39999999999999997,0.44999999999999996,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
103,0.05,0.05,0.39999999999999997,0.49999999999999994,0.05898000000000269,0.05898000000000269,0.4718400000000215,0.41019999999997314
104,0.05,0.05,0.44999999999999996,0.05,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
105,0.05,0.05,0.44999999999999996,0.1,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
106,0.05,0.05,0.44999999999999996,0.15000000000000002,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
107,0.05,0.05,0.44999999999999996,0.2,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
108,0.05,0.05,0.44999999999999996,0.25,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
109,0.05,0.05,0.44999999999999996,0.3,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
110,0.05,0.05,0.44999999999999996,0.35,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
111,0.05,0.05,0.44999999999999996,0.39999999999999997,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
112,0.05,0.05,0.44999999999999996,0.44999999999999996,0.05361818181817386,0.05361818181817386,0.48256363636366856,0.41019999999998374
113,0.05,0.05,0.49999999999999994,0.05,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
114,0.05,0.05,0.49999999999999994,0.1,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
115,0.05,0.05,0.49999999999999994,0.15000000000000002,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
116,0.05,0.05,0.49999999999999994,0.2,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
117,0.05,0.05,0.49999999999999994,0.25,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
118,0.05,0.05,0.49999999999999994,0.3,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
119,0.05,0.05,0.49999999999999994,0.35,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
120,0.05,0.05,0.49999999999999994,0.39999999999999997,0.04914999999999622,0.04914999999999622,0.4915000000000041,0.41020000000000345
121,0.05,0.05,0.5499999999999999,0.05,0.045369230769232195,0.045369230769232195,0.49906153846155044,0.4101999999999851
122,0.05,0.05,0.5499999999999999,0.1,0.045369230769232195,0.045369230769232195,0.49906153846155044,0.4101999999999851
123,0.05,0.05,0.5499999999999999,0.15000000000000002,0.045369230769232195,0.045369230769232195,0.49906153846155044,0.4101999999999851
124,0.05,0.05,0.5499999999999999,0.2,0.045369230769232195,0.045369230769232195,0.49906153846155044,0.4101999999999851
125,0.05,0.05,0.5499999999999999,0.25,0.045369230769232195,0.045369230769232195,0.49906153846155044,0.4101999999999851
126,0.05,0.05,0.5499999999999999,0.3,0.045369230769232195,0.045369230769232195,0.49906153846155044,0.4101999999999851
127,0.05,0.05,0.5499999999999999,0.35,0.045369230769232195,0.045369230769232195,0.49906153846155044,0.4101999999999851
128,0.05,0.05,0.6,0.05,0.04212857142857028,0.04212857142857028,0.505542857142853,0.41020000000000656
129,0.05,0.05,0.6,0.1,0.04212857142857028,0.04212857142857028,0.505542857142853,0.41020000000000656
130,0.05,0.05,0.6,0.15000000000000002,0.04212857142857028,0.04212857142857028,0.505542857142853,0.41020000000000656
131,0.05,0.05,0.6,0.2,0.04212857142857028,0.04212857142857028,0.505542857142853,0.41020000000000656
132,0.05,0.05,0.6,0.25,0.04212857142857028,0.04212857142857028,0.505542857142853,0.41020000000000656
133,0.05,0.05,0.6,0.3,0.04212857142857028,0.04212857142857028,0.505542857142853,0.41020000000000656
134,0.05,0.05,0.65,0.05,0.0393199999999972,0.0393199999999972,0.5111600000000169,0.4101999999999887
135,0.05,0.05,0.65,0.1,0.0393199999999972,0.0393199999999972,0.5111600000000169,0.4101999999999887
136,0.05,0.05,0.65,0.15000000000000002,0.0393199999999972,0.0393199999999972,0.5111600000000169,0.4101999999999887
137,0.05,0.05,0.65,0.2,0.0393199999999972,0.0393199999999972,0.5111600000000169,0.4101999999999887
138,0.05,0.05,0.65,0.25,0.0393199999999972,0.0393199999999972,0.5111600000000169,0.4101999999999887
139,0.05,0.05,0.7000000000000001,0.05,0.0368625,0.0368625,0.516075,0.4102
140,0.05,0.05,0.7000000000000001,0.1,0.0368625,0.0368625,0.516075,0.4102
141,0.05,0.05,0.7000000000000001,0.15000000000000002,0.0368625,0.0368625,0.516075,0.4102
142,0.05,0.05,0.7500000000000001,0.05,0.03469411764705875,0.03469411764705875,0.5204117647059044,0.4101999999999781
143,0.05,0.05,0.7500000000000001,0.1,0.03469411764705875,0.03469411764705875,0.5204117647059044,0.4101999999999781
144,0.05,0.05,0.8000000000000002,0.05,0.03276666666666493,0.03276666666666493,0.5242666666666389,0.4102000000000312
145,0.05,0.1,0.05,0.05,0.14745,0.2949,0.14745,0.4102
146,0.05,0.1,0.05,0.1,0.14745,0.2949,0.14745,0.4102
147,0.05,0.1,0.05,0.15000000000000002,0.14745,0.2949,0.14745,0.4102
148,0.05,0.1,0.05,0.2,0.14745,0.2949,0.14745,0.4102
149,0.05,0.1,0.05,0.25,0.14745,0.2949,0.14745,0.4102
150,0.05,0.1,0.05,0.3,0.14745,0.2949,0.14745,0.4102
151,0.05,0.1,0.05,0.35,0.14745,0.2949,0.14745,0.4102
152,0.05,0.1,0.05,0.39999999999999997,0.14745,0.2949,0.14745,0.4102
153,0.05,0.1,0.05,0.44999999999999996,0.14745,0.2949,0.14745,0.4102
154,0.05,0.1,0.05,0.49999999999999994,0.14745,0.2949,0.14745,0.4102
155,0.05,0.1,0.05,0.5499999999999999,0.14745,0.2949,0.14745,0.4102
156,0.05,0.1,0.05,0.6,0.14745,0.2949,0.14745,0.4102
157,0.05,0.1,0.05,0.65,0.14745,0.2949,0.14745,0.4102
158,0.05,0.1,0.05,0.7000000000000001,0.14745,0.2949,0.14745,0.4102
159,0.05,0.1,0.05,0.7500000000000001,0.14745,0.2949,0.14745,0.4102
160,0.05,0.1,0.1,0.05,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
161,0.05,0.1,0.1,0.1,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
162,0.05,0.1,0.1,0.15000000000000002,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
163,0.05,0.1,0.1,0.2,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
164,0.05,0.1,0.1,0.25,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
165,0.05,0.1,0.1,0.3,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
166,0.05,0.1,0.1,0.35,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
167,0.05,0.1,0.1,0.39999999999999997,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
168,0.05,0.1,0.1,0.44999999999999996,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
169,0.05,0.1,0.1,0.49999999999999994,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
170,0.05,0.1,0.1,0.5499999999999999,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
171,0.05,0.1,0.1,0.6,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
172,0.05,0.1,0.1,0.65,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
173,0.05,0.1,0.1,0.7000000000000001,0.11796000000000538,0.23592000000001076,0.23592000000001076,0.41019999999997314
174,0.05,0.1,0.15000000000000002,0.05,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
175,0.05,0.1,0.15000000000000002,0.1,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
176,0.05,0.1,0.15000000000000002,0.15000000000000002,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
177,0.05,0.1,0.15000000000000002,0.2,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
178,0.05,0.1,0.15000000000000002,0.25,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
179,0.05,0.1,0.15000000000000002,0.3,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
180,0.05,0.1,0.15000000000000002,0.35,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
181,0.05,0.1,0.15000000000000002,0.39999999999999997,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
182,0.05,0.1,0.15000000000000002,0.44999999999999996,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
183,0.05,0.1,0.15000000000000002,0.49999999999999994,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
184,0.05,0.1,0.15000000000000002,0.5499999999999999,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
185,0.05,0.1,0.15000000000000002,0.6,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
186,0.05,0.1,0.15000000000000002,0.65,0.09829999999999335,0.1965999999999867,0.2949000000000092,0.41020000000001083
187,0.05,0.1,0.2,0.05,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
188,0.05,0.1,0.2,0.1,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
189,0.05,0.1,0.2,0.15000000000000002,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
190,0.05,0.1,0.2,0.2,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
191,0.05,0.1,0.2,0.25,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
192,0.05,0.1,0.2,0.3,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
193,0.05,0.1,0.2,0.35,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
194,0.05,0.1,0.2,0.39999999999999997,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
195,0.05,0.1,0.2,0.44999999999999996,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
196,0.05,0.1,0.2,0.49999999999999994,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
197,0.05,0.1,0.2,0.5499999999999999,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
198,0.05,0.1,0.2,0.6,0.08425714285714136,0.16851428571428273,0.33702857142856546,0.41020000000001045
199,0.05,0.1,0.25,0.05,0.073725,0.14745,0.368625,0.4102
200,0.05,0.1,0.25,0.1,0.073725,0.14745,0.368625,0.4102
201,0.05,0.1,0.25,0.15000000000000002,0.073725,0.14745,0.368625,0.4102
202,0.05,0.1,0.25,0.2,0.073725,0.14745,0.368625,0.4102
203,0.05,0.1,0.25,0.25,0.073725,0.14745,0.368625,0.4102
204,0.05,0.1,0.25,0.3,0.073725,0.14745,0.368625,0.4102
205,0.05,0.1,0.25,0.35,0.073725,0.14745,0.368625,0.4102
206,0.05,0.1,0.25,0.39999999999999997,0.073725,0.14745,0.368625,0.4102
207,0.05,0.1,0.25,0.44999999999999996,0.073725,0.14745,0.368625,0.4102
208,0.05,0.1,0.25,0.49999999999999994,0.073725,0.14745,0.368625,0.4102
209,0.05,0.1,0.25,0.5499999999999999,0.073725,0.14745,0.368625,0.4102
210,0.05,0.1,0.25,0.6,0.073725,0.14745,0.368625,0.4102
211,0.05,0.1,0.3,0.05,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
212,0.05,0.1,0.3,0.1,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
213,0.05,0.1,0.3,0.15000000000000002,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
214,0.05,0.1,0.3,0.2,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
215,0.05,0.1,0.3,0.25,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
216,0.05,0.1,0.3,0.3,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
217,0.05,0.1,0.3,0.35,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
218,0.05,0.1,0.3,0.39999999999999997,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
219,0.05,0.1,0.3,0.44999999999999996,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
220,0.05,0.1,0.3,0.49999999999999994,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
221,0.05,0.1,0.3,0.5499999999999999,0.06553333333332846,0.13106666666665692,0.3931999999999904,0.41020000000002427
222,0.05,0.1,0.35,0.05,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
223,0.05,0.1,0.35,0.1,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
224,0.05,0.1,0.35,0.15000000000000002,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
225,0.05,0.1,0.35,0.2,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
226,0.05,0.1,0.35,0.25,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
227,0.05,0.1,0.35,0.3,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
228,0.05,0.1,0.35,0.35,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
229,0.05,0.1,0.35,0.39999999999999997,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
230,0.05,0.1,0.35,0.44999999999999996,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
231,0.05,0.1,0.35,0.49999999999999994,0.0589800000000176,0.1179600000000352,0.4128599999999279,0.4102000000000194
232,0.05,0.1,0.39999999999999997,0.05,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
233,0.05,0.1,0.39999999999999997,0.1,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
234,0.05,0.1,0.39999999999999997,0.15000000000000002,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
235,0.05,0.1,0.39999999999999997,0.2,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
236,0.05,0.1,0.39999999999999997,0.25,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
237,0.05,0.1,0.39999999999999997,0.3,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
238,0.05,0.1,0.39999999999999997,0.35,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
239,0.05,0.1,0.39999999999999997,0.39999999999999997,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
240,0.05,0.1,0.39999999999999997,0.44999999999999996,0.05361818181817943,0.10723636363635886,0.4289454545454354,0.41020000000002627
241,0.05,0.1,0.44999999999999996,0.05,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
242,0.05,0.1,0.44999999999999996,0.1,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
243,0.05,0.1,0.44999999999999996,0.15000000000000002,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
244,0.05,0.1,0.44999999999999996,0.2,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
245,0.05,0.1,0.44999999999999996,0.25,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
246,0.05,0.1,0.44999999999999996,0.3,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
247,0.05,0.1,0.44999999999999996,0.35,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
248,0.05,0.1,0.44999999999999996,0.39999999999999997,0.04914999999999229,0.09829999999998458,0.4423500000000124,0.4102000000000107
249,0.05,0.1,0.49999999999999994,0.05,0.04536923076923251,0.09073846153846502,0.4536923076923146,0.4101999999999879
250,0.05,0.1,0.49999999999999994,0.1,0.04536923076923251,0.09073846153846502,0.4536923076923146,0.4101999999999879
251,0.05,0.1,0.49999999999999994,0.15000000000000002,0.04536923076923251,0.09073846153846502,0.4536923076923146,0.4101999999999879
252,0.05,0.1,0.49999999999999994,0.2,0.04536923076923251,0.09073846153846502,0.4536923076923146,0.4101999999999879
253,0.05,0.1,0.49999999999999994,0.25,0.04536923076923251,0.09073846153846502,0.4536923076923146,0.4101999999999879
254,0.05,0.1,0.49999999999999994,0.3,0.04536923076923251,0.09073846153846502,0.4536923076923146,0.4101999999999879
255,0.05,0.1,0.49999999999999994,0.35,0.04536923076923251,0.09073846153846502,0.4536923076923146,0.4101999999999879
