,s1,s2,s3,s4,e1,e2,e3,e4
118,0.30000000000000004,0.30000000000000004,0.1,0.1,0.2527714285714265,0.2527714285714265,0.08425714285714056,0.41020000000000656
119,0.30000000000000004,0.30000000000000004,0.1,0.2,0.2527714285714265,0.2527714285714265,0.08425714285714056,0.41020000000000656
120,0.30000000000000004,0.30000000000000004,0.2,0.1,0.22117500000000004,0.22117500000000004,0.14745,0.4102
121,0.30000000000000004,0.4,0.1,0.1,0.22117500000000004,0.2949,0.073725,0.4102
122,0.4,0.1,0.1,0.1,0.39319999999998617,0.09829999999999654,0.09829999999999654,0.4102000000000206
123,0.4,0.1,0.1,0.2,0.39319999999998617,0.09829999999999654,0.09829999999999654,0.4102000000000206
124,0.4,0.1,0.1,0.30000000000000004,0.39319999999998617,0.09829999999999654,0.09829999999999654,0.4102000000000206
125,0.4,0.1,0.2,0.1,0.33702857142856546,0.08425714285714136,0.16851428571428273,0.41020000000001045
126,0.4,0.1,0.2,0.2,0.33702857142856546,0.08425714285714136,0.16851428571428273,0.41020000000001045
127,0.4,0.1,0.2,0.30000000000000004,0.33702857142856546,0.08425714285714136,0.16851428571428273,0.41020000000001045
128,0.4,0.1,0.30000000000000004,0.1,0.2949,0.073725,0.22117500000000004,0.4102
129,0.4,0.2,0.1,0.1,0.33702857142856546,0.16851428571428273,0.08425714285714136,0.41020000000001045
130,0.4,0.2,0.1,0.2,0.33702857142856546,0.16851428571428273,0.08425714285714136,0.41020000000001045
131,0.4,0.2,0.2,0.1,0.2949,0.14745,0.14745,0.4102
132,0.4,0.30000000000000004,0.1,0.1,0.2949,0.22117500000000004,0.073725,0.4102
133,0.5,0.1,0.1,0.1,0.42128571428572803,0.08425714285713827,0.08425714285713827,0.41019999999999535
134,0.5,0.1,0.1,0.2,0.42128571428572803,0.08425714285713827,0.08425714285713827,0.41019999999999535
135,0.5,0.1,0.1,0.30000000000000004,0.42128571428572803,0.08425714285713827,0.08425714285713827,0.41019999999999535
136,0.5,0.1,0.2,0.1,0.368625,0.073725,0.14745,0.4102
137,0.5,0.2,0.1,0.1,0.368625,0.14745000000000003,0.07372500000000001,0.4102
138,0.5,0.2,0.1,0.2,0.368625,0.14745000000000003,0.07372500000000001,0.4102
139,0.5,0.2,0.2,0.1,0.32766666666670397,0.1310666666666491,0.1310666666666491,0.4101999999999979
140,0.6,0.1,0.1,0.1,0.44235,0.07372500000000001,0.07372500000000001,0.4102
141,0.6,0.1,0.1,0.2,0.44235,0.07372500000000001,0.07372500000000001,0.4102
142,0.6,0.1,0.2,0.1,0.3931999999999904,0.06553333333332846,0.13106666666665692,0.41020000000002427
143,0.7,0.1,0.1,0.1,0.45873333333333977,0.06553333333332617,0.06553333333332617,0.41020000000000806
