,p1,p2,p3,p4,ll
713,0.01,0.6850000000000004,0.28500000000000003,0.019999999999999574,-1619.740849840987
714,0.01,0.7100000000000004,0.01,0.2699999999999996,-723.5006232239098
715,0.01,0.7100000000000004,0.035,0.24499999999999955,-743.6014001405788
716,0.01,0.7100000000000004,0.060000000000000005,0.21999999999999953,-768.650238737654
717,0.01,0.7100000000000004,0.085,0.19499999999999962,-799.6463590129033
718,0.01,0.7100000000000004,0.11000000000000001,0.1699999999999996,-838.0223835887904
719,0.01,0.7100000000000004,0.135,0.14499999999999957,-885.9189456435291
720,0.01,0.7100000000000004,0.16,0.11999999999999955,-946.7221691975595
721,0.01,0.7100000000000004,0.185,0.09499999999999953,-1026.2381946950582
722,0.01,0.7100000000000004,0.21,0.06999999999999962,-1135.70001325909
723,0.01,0.7100000000000004,0.235,0.044999999999999596,-1301.6690161433855
724,0.01,0.7100000000000004,0.26,0.019999999999999574,-1619.740849840987
725,0.01,0.7350000000000004,0.01,0.24499999999999955,-743.6014001405788
726,0.01,0.7350000000000004,0.035,0.21999999999999953,-768.650238737654
727,0.01,0.7350000000000004,0.060000000000000005,0.1949999999999995,-799.6463590129033
728,0.01,0.7350000000000004,0.085,0.1699999999999996,-838.0223835887904
729,0.01,0.7350000000000004,0.11000000000000001,0.14499999999999957,-885.9189456435291
730,0.01,0.7350000000000004,0.135,0.11999999999999955,-946.7221691975595
731,0.01,0.7350000000000004,0.16,0.09499999999999953,-1026.2381946950582
732,0.01,0.7350000000000004,0.185,0.06999999999999962,-1135.70001325909
733,0.01,0.7350000000000004,0.21,0.044999999999999596,-1301.6690161433855
734,0.01,0.7350000000000004,0.235,0.019999999999999574,-1619.740849840987
735,0.01,0.7600000000000005,0.01,0.21999999999999953,-768.650238737654
736,0.01,0.7600000000000005,0.035,0.1949999999999995,-799.6463590129033
737,0.01,0.7600000000000005,0.060000000000000005,0.16999999999999948,-838.0223835887904
738,0.01,0.7600000000000005,0.085,0.14499999999999957,-885.9189456435291
739,0.01,0.7600000000000005,0.11000000000000001,0.11999999999999955,-946.7221691975595
740,0.01,0.7600000000000005,0.135,0.09499999999999953,-1026.2381946950582
741,0.01,0.7600000000000005,0.16,0.06999999999999951,-1135.70001325909
742,0.01,0.7600000000000005,0.185,0.044999999999999485,-1301.6690161433855
743,0.01,0.7600000000000005,0.21,0.019999999999999574,-1619.740849840987
744,0.01,0.7850000000000005,0.01,0.1949999999999995,-799.6463590129033
745,0.01,0.7850000000000005,0.035,0.16999999999999948,-838.0223835887904
746,0.01,0.7850000000000005,0.060000000000000005,0.14499999999999946,-885.9189456435291
747,0.01,0.7850000000000005,0.085,0.11999999999999955,-946.7221691975595
748,0.01,0.7850000000000005,0.11000000000000001,0.09499999999999953,-1026.2381946950582
749,0.01,0.7850000000000005,0.135,0.06999999999999951,-1135.70001325909
750,0.01,0.7850000000000005,0.16,0.044999999999999485,-1301.6690161433855
751,0.01,0.7850000000000005,0.185,0.019999999999999574,-1619.740849840987
752,0.01,0.8100000000000005,0.01,0.16999999999999948,-838.0223835887904
753,0.01,0.8100000000000005,0.035,0.14499999999999946,-885.9189456435291
754,0.01,0.8100000000000005,0.060000000000000005,0.11999999999999944,-946.7221691975595
755,0.01,0.8100000000000005,0.085,0.09499999999999953,-1026.2381946950582
756,0.01,0.8100000000000005,0.11000000000000001,0.06999999999999951,-1135.70001325909
757,0.01,0.8100000000000005,0.135,0.044999999999999485,-1301.6690161433855
758,0.01,0.8100000000000005,0.16,0.019999999999999463,-1619.740849840987
759,0.01,0.8350000000000005,0.01,0.14499999999999946,-885.9189456435291
760,0.01,0.8350000000000005,0.035,0.11999999999999944,-946.7221691975595
761,0.01,0.8350000000000005,0.060000000000000005,0.09499999999999942,-1026.2381946950582
762,0.01,0.8350000000000005,0.085,0.06999999999999951,-1135.70001325909
763,0.01,0.8350000000000005,0.11000000000000001,0.044999999999999485,-1301.6690161433855
764,0.01,0.8350000000000005,0.135,0.019999999999999463,-1619.740849840987
765,0.01,0.8600000000000005,0.01,0.11999999999999944,-946.7221691975595
766,0.01,0.8600000000000005,0.035,0.09499999999999942,-1026.2381946950582
767,0.01,0.8600000000000005,0.060000000000000005,0.0699999999999994,-1135.70001325909
768,0.01,0.8600000000000005,0.085,0.044999999999999485,-1301.6690161433855
769,0.01,0.8600000000000005,0.11000000000000001,0.019999999999999463,-1619.740849840987
770,0.01,0.8850000000000006,0.01,0.09499999999999942,-1026.2381946950582
771,0.01,0.8850000000000006,0.035,0.0699999999999994,-1135.70001325909
772,0.01,0.8850000000000006,0.060000000000000005,0.044999999999999374,-1301.6690161433855
773,0.01,0.8850000000000006,0.085,0.019999999999999463,-1619.740849840987
774,0.01,0.9100000000000006,0.01,0.0699999999999994,-1135.70001325909
775,0.01,0.9100000000000006,0.035,0.044999999999999374,-1301.6690161433855
776,0.01,0.9100000000000006,0.060000000000000005,0.01999999999999935,-1619.740849840987
777,0.01,0.9350000000000006,0.01,0.044999999999999374,-1301.6690161433855
778,0.01,0.9350000000000006,0.035,0.01999999999999935,-1619.740849840987
779,0.01,0.9600000000000006,0.01,0.01999999999999935,-1619.740849840987
780,0.035,0.01,0.01,0.945,-1731.5990276802834
781,0.035,0.01,0.035,0.9199999999999999,-1521.9240127715125
782,0.035,0.01,0.060000000000000005,0.895,-1373.07808452839
783,0.035,0.01,0.085,0.87,-1258.9267776762122
784,0.035,0.01,0.11000000000000001,0.845,-1167.3105312729024
785,0.035,0.01,0.135,0.82,-1091.5796099616423
786,0.035,0.01,0.16,0.7949999999999999,-1027.7037921466842
787,0.035,0.01,0.185,0.77,-973.0600644239581
788,0.035,0.01,0.21,0.745,-925.850137129825
789,0.035,0.01,0.235,0.72,-884.7919545792975
790,0.035,0.01,0.26,0.6950000000000001,-848.943874033242
791,0.035,0.01,0.28500000000000003,0.6699999999999999,-817.5985657146474
792,0.035,0.01,0.31000000000000005,0.645,-790.2160207780546
793,0.035,0.01,0.3350000000000001,0.6199999999999999,-766.3797056557175
794,0.035,0.01,0.3600000000000001,0.595,-745.7670587771318
795,0.035,0.01,0.3850000000000001,0.5699999999999998,-728.1292467645831
796,0.035,0.01,0.41000000000000014,0.5449999999999999,-713.2771376134339
797,0.035,0.01,0.43500000000000016,0.5199999999999998,-701.0716222263769
798,0.035,0.01,0.4600000000000002,0.4949999999999998,-691.4171237232183
799,0.035,0.01,0.4850000000000002,0.46999999999999975,-684.2575846030575
800,0.035,0.01,0.5100000000000002,0.44499999999999973,-679.5745300151623
801,0.035,0.01,0.5350000000000003,0.4199999999999997,-677.387039661786
802,0.035,0.01,0.5600000000000003,0.3949999999999997,-677.7536678276103
803,0.035,0.01,0.5850000000000003,0.36999999999999966,-680.7765700467023
804,0.035,0.01,0.6100000000000003,0.34499999999999964,-686.6083697930848
805,0.035,0.01,0.6350000000000003,0.3199999999999996,-695.4626915886769
806,0.035,0.01,0.6600000000000004,0.2949999999999996,-707.6299016700449
807,0.035,0.01,0.6850000000000004,0.2699999999999996,-723.5006232239098
808,0.035,0.01,0.7100000000000004,0.24499999999999955,-743.6014001405788
809,0.035,0.01,0.7350000000000004,0.21999999999999953,-768.650238737654
810,0.035,0.01,0.7600000000000005,0.1949999999999995,-799.6463590129033
811,0.035,0.01,0.7850000000000005,0.16999999999999948,-838.0223835887904
812,0.035,0.01,0.8100000000000005,0.14499999999999946,-885.9189456435291
813,0.035,0.01,0.8350000000000005,0.11999999999999944,-946.7221691975595
814,0.035,0.01,0.8600000000000005,0.09499999999999942,-1026.2381946950582
815,0.035,0.01,0.8850000000000006,0.0699999999999994,-1135.70001325909
816,0.035,0.01,0.9100000000000006,0.044999999999999374,-1301.6690161433855
817,0.035,0.01,0.9350000000000006,0.01999999999999935,-1619.740849840987
818,0.035,0.035,0.01,0.92,-1521.9240127715125
819,0.035,0.035,0.035,0.895,-1373.07808452839
820,0.035,0.035,0.060000000000000005,0.87,-1258.9267776762122
821,0.035,0.035,0.085,0.845,-1167.3105312729024
822,0.035,0.035,0.11000000000000001,0.82,-1091.5796099616423
823,0.035,0.035,0.135,0.7949999999999999,-1027.7037921466842
824,0.035,0.035,0.16,0.77,-973.0600644239581
825,0.035,0.035,0.185,0.745,-925.850137129825
826,0.035,0.035,0.21,0.72,-884.7919545792975
827,0.035,0.035,0.235,0.6950000000000001,-848.943874033242
828,0.035,0.035,0.26,0.6699999999999999,-817.5985657146474
829,0.035,0.035,0.28500000000000003,0.645,-790.2160207780546
830,0.035,0.035,0.31000000000000005,0.6199999999999999,-766.3797056557175
831,0.035,0.035,0.3350000000000001,0.595,-745.7670587771318
832,0.035,0.035,0.3600000000000001,0.5699999999999998,-728.1292467645831
833,0.035,0.035,0.3850000000000001,0.5449999999999999,-713.2771376134339
834,0.035,0.035,0.41000000000000014,0.5199999999999998,-701.0716222263769
835,0.035,0.035,0.43500000000000016,0.4949999999999999,-691.4171237232183
836,0.035,0.035,0.4600000000000002,0.46999999999999975,-684.2575846030575
837,0.035,0.035,0.4850000000000002,0.44499999999999984,-679.5745300151623
838,0.035,0.035,0.5100000000000002,0.4199999999999997,-677.387039661786
839,0.035,0.035,0.5350000000000003,0.3949999999999998,-677.7536678276103
840,0.035,0.035,0.5600000000000003,0.36999999999999966,-680.7765700467023
841,0.035,0.035,0.5850000000000003,0.34499999999999975,-686.6083697930848
842,0.035,0.035,0.6100000000000003,0.3199999999999996,-695.4626915886769
843,0.035,0.035,0.6350000000000003,0.2949999999999997,-707.6299016700449
844,0.035,0.035,0.6600000000000004,0.2699999999999996,-723.5006232239098
845,0.035,0.035,0.6850000000000004,0.24499999999999966,-743.6014001405788
846,0.035,0.035,0.7100000000000004,0.21999999999999953,-768.650238737654
847,0.035,0.035,0.7350000000000004,0.19499999999999962,-799.6463590129033
848,0.035,0.035,0.7600000000000005,0.16999999999999948,-838.0223835887904
849,0.035,0.035,0.7850000000000005,0.14499999999999957,-885.9189456435291
850,0.035,0.035,0.8100000000000005,0.11999999999999944,-946.7221691975595
851,0.035,0.035,0.8350000000000005,0.09499999999999953,-1026.2381946950582
852,0.035,0.035,0.8600000000000005,0.0699999999999994,-1135.70001325909
853,0.035,0.035,0.8850000000000006,0.044999999999999485,-1301.6690161433855
854,0.035,0.035,0.9100000000000006,0.01999999999999935,-1619.740849840987
855,0.035,0.060000000000000005,0.01,0.895,-1373.07808452839
856,0.035,0.060000000000000005,0.035,0.87,-1258.9267776762122
857,0.035,0.060000000000000005,0.060000000000000005,0.845,-1167.3105312729024
858,0.035,0.060000000000000005,0.085,0.8200000000000001,-1091.5796099616423
859,0.035,0.060000000000000005,0.11000000000000001,0.7949999999999999,-1027.7037921466842
860,0.035,0.060000000000000005,0.135,0.77,-973.0600644239581
861,0.035,0.060000000000000005,0.16,0.745,-925.850137129825
862,0.035,0.060000000000000005,0.185,0.72,-884.7919545792975
863,0.035,0.060000000000000005,0.21,0.6950000000000001,-848.943874033242
864,0.035,0.060000000000000005,0.235,0.67,-817.5985657146474
865,0.035,0.060000000000000005,0.26,0.645,-790.2160207780546
866,0.035,0.060000000000000005,0.28500000000000003,0.62,-766.3797056557175
867,0.035,0.060000000000000005,0.31000000000000005,0.595,-745.7670587771318
868,0.035,0.060000000000000005,0.3350000000000001,0.57,-728.1292467645831
869,0.035,0.060000000000000005,0.3600000000000001,0.5449999999999999,-713.2771376134339
870,0.035,0.060000000000000005,0.3850000000000001,0.5199999999999999,-701.0716222263769
871,0.035,0.060000000000000005,0.41000000000000014,0.4949999999999999,-691.4171237232183
872,0.035,0.060000000000000005,0.43500000000000016,0.46999999999999986,-684.2575846030575
873,0.035,0.060000000000000005,0.4600000000000002,0.44499999999999984,-679.5745300151623
874,0.035,0.060000000000000005,0.4850000000000002,0.4199999999999998,-677.387039661786
875,0.035,0.060000000000000005,0.5100000000000002,0.3949999999999998,-677.7536678276103
876,0.035,0.060000000000000005,0.5350000000000003,0.3699999999999998,-680.7765700467023
877,0.035,0.060000000000000005,0.5600000000000003,0.34499999999999975,-686.6083697930848
878,0.035,0.060000000000000005,0.5850000000000003,0.31999999999999973,-695.4626915886769
879,0.035,0.060000000000000005,0.6100000000000003,0.2949999999999997,-707.6299016700449
880,0.035,0.060000000000000005,0.6350000000000003,0.2699999999999997,-723.5006232239098
881,0.035,0.060000000000000005,0.6600000000000004,0.24499999999999966,-743.6014001405788
882,0.035,0.060000000000000005,0.6850000000000004,0.21999999999999964,-768.650238737654
883,0.035,0.060000000000000005,0.7100000000000004,0.19499999999999962,-799.6463590129033
884,0.035,0.060000000000000005,0.7350000000000004,0.1699999999999996,-838.0223835887904
885,0.035,0.060000000000000005,0.7600000000000005,0.14499999999999957,-885.9189456435291
886,0.035,0.060000000000000005,0.7850000000000005,0.11999999999999955,-946.7221691975595
887,0.035,0.060000000000000005,0.8100000000000005,0.09499999999999953,-1026.2381946950582
888,0.035,0.060000000000000005,0.8350000000000005,0.06999999999999951,-1135.70001325909
889,0.035,0.060000000000000005,0.8600000000000005,0.044999999999999485,-1301.6690161433855
890,0.035,0.060000000000000005,0.8850000000000006,0.019999999999999463,-1619.740849840987
891,0.035,0.085,0.01,0.87,-1258.9267776762122
892,0.035,0.085,0.035,0.845,-1167.3105312729024
893,0.035,0.085,0.060000000000000005,0.82,-1091.5796099616423
894,0.035,0.085,0.085,0.7949999999999999,-1027.7037921466842
895,0.035,0.085,0.11000000000000001,0.77,-973.0600644239581
896,0.035,0.085,0.135,0.745,-925.850137129825
897,0.035,0.085,0.16,0.72,-884.7919545792975
898,0.035,0.085,0.185,0.6950000000000001,-848.943874033242
899,0.035,0.085,0.21,0.6699999999999999,-817.5985657146474
900,0.035,0.085,0.235,0.645,-790.2160207780546
901,0.035,0.085,0.26,0.62,-766.3797056557175
902,0.035,0.085,0.28500000000000003,0.595,-745.7670587771318
903,0.035,0.085,0.31000000000000005,0.57,-728.1292467645831
904,0.035,0.085,0.3350000000000001,0.5449999999999999,-713.2771376134339
905,0.035,0.085,0.3600000000000001,0.5199999999999999,-701.0716222263769
906,0.035,0.085,0.3850000000000001,0.4949999999999999,-691.4171237232183
907,0.035,0.085,0.41000000000000014,0.46999999999999986,-684.2575846030575
908,0.035,0.085,0.43500000000000016,0.44499999999999984,-679.5745300151623
909,0.035,0.085,0.4600000000000002,0.4199999999999998,-677.387039661786
910,0.035,0.085,0.4850000000000002,0.3949999999999998,-677.7536678276103
911,0.035,0.085,0.5100000000000002,0.3699999999999998,-680.7765700467023
912,0.035,0.085,0.5350000000000003,0.34499999999999975,-686.6083697930848
913,0.035,0.085,0.5600000000000003,0.31999999999999973,-695.4626915886769
914,0.035,0.085,0.5850000000000003,0.2949999999999997,-707.6299016700449
915,0.035,0.085,0.6100000000000003,0.2699999999999997,-723.5006232239098
916,0.035,0.085,0.6350000000000003,0.24499999999999966,-743.6014001405788
917,0.035,0.085,0.6600000000000004,0.21999999999999964,-768.650238737654
918,0.035,0.085,0.6850000000000004,0.19499999999999962,-799.6463590129033
919,0.035,0.085,0.7100000000000004,0.1699999999999996,-838.0223835887904
920,0.035,0.085,0.7350000000000004,0.14499999999999957,-885.9189456435291
921,0.035,0.085,0.7600000000000005,0.11999999999999955,-946.7221691975595
922,0.035,0.085,0.7850000000000005,0.09499999999999953,-1026.2381946950582
923,0.035,0.085,0.8100000000000005,0.06999999999999951,-1135.70001325909
924,0.035,0.085,0.8350000000000005,0.044999999999999485,-1301.6690161433855
925,0.035,0.085,0.8600000000000005,0.019999999999999463,-1619.740849840987
926,0.035,0.11000000000000001,0.01,0.845,-1167.3105312729024
927,0.035,0.11000000000000001,0.035,0.82,-1091.5796099616423
928,0.035,0.11000000000000001,0.060000000000000005,0.7949999999999999,-1027.7037921466842
929,0.035,0.11000000000000001,0.085,0.77,-973.0600644239581
930,0.035,0.11000000000000001,0.11000000000000001,0.745,-925.850137129825
931,0.035,0.11000000000000001,0.135,0.72,-884.7919545792975
932,0.035,0.11000000000000001,0.16,0.695,-848.943874033242
933,0.035,0.11000000000000001,0.185,0.6699999999999999,-817.5985657146474
934,0.035,0.11000000000000001,0.21,0.645,-790.2160207780546
935,0.035,0.11000000000000001,0.235,0.62,-766.3797056557175
936,0.035,0.11000000000000001,0.26,0.595,-745.7670587771318
937,0.035,0.11000000000000001,0.28500000000000003,0.57,-728.1292467645831
938,0.035,0.11000000000000001,0.31000000000000005,0.5449999999999999,-713.2771376134339
939,0.035,0.11000000000000001,0.3350000000000001,0.5199999999999999,-701.0716222263769
940,0.035,0.11000000000000001,0.3600000000000001,0.4949999999999999,-691.4171237232183
941,0.035,0.11000000000000001,0.3850000000000001,0.46999999999999986,-684.2575846030575
942,0.035,0.11000000000000001,0.41000000000000014,0.44499999999999984,-679.5745300151623
943,0.035,0.11000000000000001,0.43500000000000016,0.4199999999999998,-677.387039661786
944,0.035,0.11000000000000001,0.4600000000000002,0.3949999999999998,-677.7536678276103
945,0.035,0.11000000000000001,0.4850000000000002,0.3699999999999998,-680.7765700467023
946,0.035,0.11000000000000001,0.5100000000000002,0.34499999999999975,-686.6083697930848
947,0.035,0.11000000000000001,0.5350000000000003,0.31999999999999973,-695.4626915886769
948,0.035,0.11000000000000001,0.5600000000000003,0.2949999999999997,-707.6299016700449
949,0.035,0.11000000000000001,0.5850000000000003,0.2699999999999997,-723.5006232239098
950,0.035,0.11000000000000001,0.6100000000000003,0.24499999999999966,-743.6014001405788
951,0.035,0.11000000000000001,0.6350000000000003,0.21999999999999964,-768.650238737654
952,0.035,0.11000000000000001,0.6600000000000004,0.19499999999999962,-799.6463590129033
953,0.035,0.11000000000000001,0.6850000000000004,0.1699999999999996,-838.0223835887904
954,0.035,0.11000000000000001,0.7100000000000004,0.14499999999999957,-885.9189456435291
955,0.035,0.11000000000000001,0.7350000000000004,0.11999999999999955,-946.7221691975595
956,0.035,0.11000000000000001,0.7600000000000005,0.09499999999999953,-1026.2381946950582
957,0.035,0.11000000000000001,0.7850000000000005,0.06999999999999951,-1135.70001325909
958,0.035,0.11000000000000001,0.8100000000000005,0.044999999999999485,-1301.6690161433855
959,0.035,0.11000000000000001,0.8350000000000005,0.019999999999999463,-1619.740849840987
960,0.035,0.135,0.01,0.82,-1091.5796099616423
961,0.035,0.135,0.035,0.7949999999999999,-1027.7037921466842
962,0.035,0.135,0.060000000000000005,0.77,-973.0600644239581
963,0.035,0.135,0.085,0.745,-925.850137129825
964,0.035,0.135,0.11000000000000001,0.72,-884.7919545792975
965,0.035,0.135,0.135,0.695,-848.943874033242
966,0.035,0.135,0.16,0.6699999999999999,-817.5985657146474
967,0.035,0.135,0.185,0.645,-790.2160207780546
968,0.035,0.135,0.21,0.62,-766.3797056557175
969,0.035,0.135,0.235,0.595,-745.7670587771318
970,0.035,0.135,0.26,0.57,-728.1292467645831
971,0.035,0.135,0.28500000000000003,0.5449999999999999,-713.2771376134339
972,0.035,0.135,0.31000000000000005,0.5199999999999999,-701.0716222263769
973,0.035,0.135,0.3350000000000001,0.4949999999999999,-691.4171237232183
974,0.035,0.135,0.3600000000000001,0.46999999999999986,-684.2575846030575
975,0.035,0.135,0.3850000000000001,0.44499999999999984,-679.5745300151623
976,0.035,0.135,0.41000000000000014,0.4199999999999998,-677.387039661786
977,0.035,0.135,0.43500000000000016,0.3949999999999998,-677.7536678276103
978,0.035,0.135,0.4600000000000002,0.3699999999999998,-680.7765700467023
979,0.035,0.135,0.4850000000000002,0.34499999999999975,-686.6083697930848
980,0.035,0.135,0.5100000000000002,0.31999999999999973,-695.4626915886769
981,0.035,0.135,0.5350000000000003,0.2949999999999997,-707.6299016700449
982,0.035,0.135,0.5600000000000003,0.2699999999999997,-723.5006232239098
983,0.035,0.135,0.5850000000000003,0.24499999999999966,-743.6014001405788
984,0.035,0.135,0.6100000000000003,0.21999999999999964,-768.650238737654
985,0.035,0.135,0.6350000000000003,0.19499999999999962,-799.6463590129033
986,0.035,0.135,0.6600000000000004,0.1699999999999996,-838.0223835887904
987,0.035,0.135,0.6850000000000004,0.14499999999999957,-885.9189456435291
988,0.035,0.135,0.7100000000000004,0.11999999999999955,-946.7221691975595
989,0.035,0.135,0.7350000000000004,0.09499999999999953,-1026.2381946950582
990,0.035,0.135,0.7600000000000005,0.06999999999999951,-1135.70001325909
991,0.035,0.135,0.7850000000000005,0.044999999999999485,-1301.6690161433855
992,0.035,0.135,0.8100000000000005,0.019999999999999463,-1619.740849840987
993,0.035,0.16,0.01,0.7949999999999999,-1027.7037921466842
994,0.035,0.16,0.035,0.77,-973.0600644239581
995,0.035,0.16,0.060000000000000005,0.745,-925.850137129825
996,0.035,0.16,0.085,0.72,-884.7919545792975
997,0.035,0.16,0.11000000000000001,0.695,-848.943874033242
998,0.035,0.16,0.135,0.6699999999999999,-817.5985657146474
999,0.035,0.16,0.16,0.645,-790.2160207780546
1000,0.035,0.16,0.185,0.62,-766.3797056557175
1001,0.035,0.16,0.21,0.595,-745.7670587771318
1002,0.035,0.16,0.235,0.5700000000000001,-728.1292467645831
1003,0.035,0.16,0.26,0.5449999999999999,-713.2771376134339
1004,0.035,0.16,0.28500000000000003,0.52,-701.0716222263769
1005,0.035,0.16,0.31000000000000005,0.4949999999999999,-691.4171237232183
1006,0.035,0.16,0.3350000000000001,0.47,-684.2575846030575
1007,0.035,0.16,0.3600000000000001,0.44499999999999984,-679.5745300151623
1008,0.035,0.16,0.3850000000000001,0.41999999999999993,-677.387039661786
1009,0.035,0.16,0.41000000000000014,0.3949999999999998,-677.7536678276103
1010,0.035,0.16,0.43500000000000016,0.3699999999999999,-680.7765700467023
1011,0.035,0.16,0.4600000000000002,0.34499999999999975,-686.6083697930848
1012,0.035,0.16,0.4850000000000002,0.31999999999999984,-695.4626915886769
1013,0.035,0.16,0.5100000000000002,0.2949999999999997,-707.6299016700449
1014,0.035,0.16,0.5350000000000003,0.2699999999999998,-723.5006232239098
1015,0.035,0.16,0.5600000000000003,0.24499999999999966,-743.6014001405788
1016,0.035,0.16,0.5850000000000003,0.21999999999999975,-768.650238737654
1017,0.035,0.16,0.6100000000000003,0.19499999999999962,-799.6463590129033
1018,0.035,0.16,0.6350000000000003,0.1699999999999997,-838.0223835887904
1019,0.035,0.16,0.6600000000000004,0.14499999999999957,-885.9189456435291
1020,0.035,0.16,0.6850000000000004,0.11999999999999966,-946.7221691975595
1021,0.035,0.16,0.7100000000000004,0.09499999999999953,-1026.2381946950582
1022,0.035,0.16,0.7350000000000004,0.06999999999999962,-1135.70001325909
1023,0.035,0.16,0.7600000000000005,0.044999999999999485,-1301.6690161433855
1024,0.035,0.16,0.7850000000000005,0.019999999999999574,-1619.740849840987
1025,0.035,0.185,0.01,0.77,-973.0600644239581
1026,0.035,0.185,0.035,0.745,-925.850137129825
1027,0.035,0.185,0.060000000000000005,0.72,-884.7919545792975
1028,0.035,0.185,0.085,0.6950000000000001,-848.943874033242
1029,0.035,0.185,0.11000000000000001,0.6699999999999999,-817.5985657146474
1030,0.035,0.185,0.135,0.645,-790.2160207780546
1031,0.035,0.185,0.16,0.62,-766.3797056557175
1032,0.035,0.185,0.185,0.595,-745.7670587771318
1033,0.035,0.185,0.21,0.5700000000000001,-728.1292467645831
1034,0.035,0.185,0.235,0.545,-713.2771376134339
1035,0.035,0.185,0.26,0.52,-701.0716222263769
1036,0.035,0.185,0.28500000000000003,0.495,-691.4171237232183
1037,0.035,0.185,0.31000000000000005,0.47,-684.2575846030575
1038,0.035,0.185,0.3350000000000001,0.44499999999999995,-679.5745300151623
1039,0.035,0.185,0.3600000000000001,0.41999999999999993,-677.387039661786
1040,0.035,0.185,0.3850000000000001,0.3949999999999999,-677.7536678276103
1041,0.035,0.185,0.41000000000000014,0.3699999999999999,-680.7765700467023
1042,0.035,0.185,0.43500000000000016,0.34499999999999986,-686.6083697930848
1043,0.035,0.185,0.4600000000000002,0.31999999999999984,-695.4626915886769
1044,0.035,0.185,0.4850000000000002,0.2949999999999998,-707.6299016700449
1045,0.035,0.185,0.5100000000000002,0.2699999999999998,-723.5006232239098
1046,0.035,0.185,0.5350000000000003,0.24499999999999977,-743.6014001405788
1047,0.035,0.185,0.5600000000000003,0.21999999999999975,-768.650238737654
1048,0.035,0.185,0.5850000000000003,0.19499999999999973,-799.6463590129033
1049,0.035,0.185,0.6100000000000003,0.1699999999999997,-838.0223835887904
1050,0.035,0.185,0.6350000000000003,0.14499999999999968,-885.9189456435291
1051,0.035,0.185,0.6600000000000004,0.11999999999999966,-946.7221691975595
1052,0.035,0.185,0.6850000000000004,0.09499999999999964,-1026.2381946950582
1053,0.035,0.185,0.7100000000000004,0.06999999999999962,-1135.70001325909
1054,0.035,0.185,0.7350000000000004,0.044999999999999596,-1301.6690161433855
1055,0.035,0.185,0.7600000000000005,0.019999999999999574,-1619.740849840987
1056,0.035,0.21,0.01,0.745,-925.850137129825
1057,0.035,0.21,0.035,0.72,-884.7919545792975
1058,0.035,0.21,0.060000000000000005,0.6950000000000001,-848.943874033242
1059,0.035,0.21,0.085,0.6699999999999999,-817.5985657146474
1060,0.035,0.21,0.11000000000000001,0.645,-790.2160207780546
1061,0.035,0.21,0.135,0.62,-766.3797056557175
1062,0.035,0.21,0.16,0.595,-745.7670587771318
1063,0.035,0.21,0.185,0.5700000000000001,-728.1292467645831
1064,0.035,0.21,0.21,0.545,-713.2771376134339
1065,0.035,0.21,0.235,0.52,-701.0716222263769
1066,0.035,0.21,0.26,0.495,-691.4171237232183
1067,0.035,0.21,0.28500000000000003,0.47,-684.2575846030575
1068,0.035,0.21,0.31000000000000005,0.44499999999999995,-679.5745300151623
1069,0.035,0.21,0.3350000000000001,0.41999999999999993,-677.387039661786
1070,0.035,0.21,0.3600000000000001,0.3949999999999999,-677.7536678276103
1071,0.035,0.21,0.3850000000000001,0.3699999999999999,-680.7765700467023
1072,0.035,0.21,0.41000000000000014,0.34499999999999986,-686.6083697930848
1073,0.035,0.21,0.43500000000000016,0.31999999999999984,-695.4626915886769
1074,0.035,0.21,0.4600000000000002,0.2949999999999998,-707.6299016700449
1075,0.035,0.21,0.4850000000000002,0.2699999999999998,-723.5006232239098
1076,0.035,0.21,0.5100000000000002,0.24499999999999977,-743.6014001405788
1077,0.035,0.21,0.5350000000000003,0.21999999999999975,-768.650238737654
1078,0.035,0.21,0.5600000000000003,0.19499999999999973,-799.6463590129033
1079,0.035,0.21,0.5850000000000003,0.1699999999999997,-838.0223835887904
1080,0.035,0.21,0.6100000000000003,0.14499999999999968,-885.9189456435291
1081,0.035,0.21,0.6350000000000003,0.11999999999999966,-946.7221691975595
1082,0.035,0.21,0.6600000000000004,0.09499999999999964,-1026.2381946950582
1083,0.035,0.21,0.6850000000000004,0.06999999999999962,-1135.70001325909
1084,0.035,0.21,0.7100000000000004,0.044999999999999596,-1301.6690161433855
1085,0.035,0.21,0.7350000000000004,0.019999999999999574,-1619.740849840987
1086,0.035,0.235,0.01,0.72,-884.7919545792975
1087,0.035,0.235,0.035,0.695,-848.943874033242
1088,0.035,0.235,0.060000000000000005,0.6699999999999999,-817.5985657146474
1089,0.035,0.235,0.085,0.645,-790.2160207780546
1090,0.035,0.235,0.11000000000000001,0.62,-766.3797056557175
1091,0.035,0.235,0.135,0.595,-745.7670587771318
1092,0.035,0.235,0.16,0.57,-728.1292467645831
1093,0.035,0.235,0.185,0.5449999999999999,-713.2771376134339
1094,0.035,0.235,0.21,0.52,-701.0716222263769
1095,0.035,0.235,0.235,0.495,-691.4171237232183
1096,0.035,0.235,0.26,0.47,-684.2575846030575
1097,0.035,0.235,0.28500000000000003,0.44499999999999995,-679.5745300151623
1098,0.035,0.235,0.31000000000000005,0.41999999999999993,-677.387039661786
1099,0.035,0.235,0.3350000000000001,0.3949999999999999,-677.7536678276103
1100,0.035,0.235,0.3600000000000001,0.3699999999999999,-680.7765700467023
