,p1,p2,p3,ll
133,0.01,0.3300000000000001,0.6599999999999999,-689.4559557521048
134,0.01,0.34000000000000014,0.6499999999999999,-686.4461091642246
135,0.01,0.35000000000000014,0.6399999999999999,-683.9124944735905
136,0.01,0.36000000000000015,0.6299999999999999,-681.8410036741969
137,0.01,0.37000000000000016,0.6199999999999999,-680.2192179996252
138,0.01,0.38000000000000017,0.6099999999999999,-679.0362678668137
139,0.01,0.3900000000000002,0.5999999999999999,-678.2827134146626
140,0.01,0.4000000000000002,0.5899999999999999,-677.950442866555
141,0.01,0.4100000000000002,0.5799999999999998,-678.0325864463122
142,0.01,0.4200000000000002,0.5699999999999998,-678.5234439877693
143,0.01,0.4300000000000002,0.5599999999999998,-679.4184247183168
144,0.01,0.4400000000000002,0.5499999999999998,-680.7139979814889
145,0.01,0.45000000000000023,0.5399999999999998,-682.407653904866
146,0.01,0.46000000000000024,0.5299999999999998,-684.4978732267416
147,0.01,0.47000000000000025,0.5199999999999998,-686.9841056758346
148,0.01,0.48000000000000026,0.5099999999999998,-689.8667564592233
149,0.01,0.49000000000000027,0.4999999999999998,-693.1471805599454
150,0.01,0.5000000000000002,0.48999999999999977,-696.827684682007
151,0.01,0.5100000000000002,0.47999999999999976,-700.9115368110299
152,0.01,0.5200000000000002,0.46999999999999975,-705.4029834872606
153,0.01,0.5300000000000002,0.45999999999999974,-710.3072750179472
154,0.01,0.5400000000000003,0.44999999999999973,-715.6306989919032
155,0.01,0.5500000000000003,0.4399999999999997,-721.3806226044554
156,0.01,0.5600000000000003,0.4299999999999997,-727.565544460301
157,0.01,0.5700000000000003,0.4199999999999997,-734.1951567000831
158,0.01,0.5800000000000003,0.4099999999999997,-741.2804184996006
159,0.01,0.5900000000000003,0.3999999999999997,-748.8336422254831
160,0.01,0.6000000000000003,0.3899999999999997,-756.8685938064114
161,0.01,0.6100000000000003,0.37999999999999967,-765.4006092050802
162,0.01,0.6200000000000003,0.36999999999999966,-774.4467292662287
163,0.01,0.6300000000000003,0.35999999999999965,-784.0258556868104
164,0.01,0.6400000000000003,0.34999999999999964,-794.1589314269075
165,0.01,0.6500000000000004,0.33999999999999964,-804.8691495814908
166,0.01,0.6600000000000004,0.3299999999999996,-816.1821955987984
167,0.01,0.6700000000000004,0.3199999999999996,-828.1265288069197
168,0.01,0.6800000000000004,0.3099999999999996,-840.7337105566423
169,0.01,0.6900000000000004,0.2999999999999996,-854.0387879860209
170,0.01,0.7000000000000004,0.2899999999999996,-868.0807445679679
171,0.01,0.7100000000000004,0.2799999999999996,-882.9030313616157
172,0.01,0.7200000000000004,0.2699999999999996,-898.5541964492646
173,0.01,0.7300000000000004,0.25999999999999956,-915.0886346761592
174,0.01,0.7400000000000004,0.24999999999999956,-932.5674858999613
175,0.01,0.7500000000000004,0.23999999999999955,-951.0597180355926
176,0.01,0.7600000000000005,0.22999999999999954,-970.6434420121091
177,0.01,0.7700000000000005,0.21999999999999953,-991.4075204439586
178,0.01,0.7800000000000005,0.20999999999999952,-1013.4535519755622
179,0.01,0.7900000000000005,0.1999999999999995,-1036.8983412915854
180,0.01,0.8000000000000005,0.1899999999999995,-1061.8770043376735
181,0.01,0.8100000000000005,0.1799999999999995,-1088.5469149829062
182,0.01,0.8200000000000005,0.16999999999999948,-1117.0927820070976
183,0.01,0.8300000000000005,0.15999999999999948,-1147.7332681110513
184,0.01,0.8400000000000005,0.14999999999999947,-1180.7297490105934
185,0.01,0.8500000000000005,0.13999999999999946,-1216.398100151236
186,0.01,0.8600000000000005,0.12999999999999945,-1255.1248601538261
187,0.01,0.8700000000000006,0.11999999999999944,-1297.389878183036
188,0.01,0.8800000000000006,0.10999999999999943,-1343.798840156074
189,0.01,0.8900000000000006,0.09999999999999942,-1395.131342554187
190,0.01,0.9000000000000006,0.08999999999999941,-1452.4143829002717
191,0.01,0.9100000000000006,0.0799999999999994,-1517.0393187007742
192,0.01,0.9200000000000006,0.0699999999999994,-1590.9573378203277
193,0.01,0.9300000000000006,0.05999999999999939,-1677.0266324737115
194,0.01,0.9400000000000006,0.04999999999999938,-1779.678975158251
195,0.01,0.9500000000000006,0.03999999999999937,-1906.339592934499
196,0.01,0.9600000000000006,0.02999999999999936,-2070.9291384180137
197,0.01,0.9700000000000006,0.01999999999999935,-2304.7012223084575
198,0.01,0.9800000000000006,0.009999999999999343,-2707.385687882506
199,0.02,0,0.98,-1627.5244904372082
200,0.02,0.01,0.97,-1466.0879663866765
201,0.02,0.02,0.96,-1353.3582264539566
202,0.02,0.03,0.95,-1267.3465927832904
203,0.02,0.04,0.94,-1198.2594880044123
204,0.02,0.05,0.9299999999999999,-1140.8733919472857
205,0.02,0.060000000000000005,0.92,-1092.0709345465325
206,0.02,0.07,0.91,-1049.841905222842
207,0.02,0.08,0.9,-1012.8142660976848
208,0.02,0.09,0.89,-980.0098892895982
209,0.02,0.09999999999999999,0.88,-950.70702952694
210,0.02,0.10999999999999999,0.87,-924.358035706236
211,0.02,0.11999999999999998,0.86,-900.5376459561805
212,0.02,0.12999999999999998,0.8500000000000001,-878.9091653730628
213,0.02,0.13999999999999999,0.8400000000000001,-859.2015827820367
214,0.02,0.15,0.8300000000000001,-841.1936381162711
215,0.02,0.16,0.8200000000000001,-824.7024518328587
216,0.02,0.17,0.81,-809.5752337996299
217,0.02,0.18000000000000002,0.8,-795.6831224567245
218,0.02,0.19000000000000003,0.79,-782.916529810176
219,0.02,0.20000000000000004,0.78,-771.1815714843166
220,0.02,0.21000000000000005,0.77,-760.3972921812401
221,0.02,0.22000000000000006,0.76,-750.4934833063135
222,0.02,0.23000000000000007,0.75,-741.4089476717102
223,0.02,0.24000000000000007,0.74,-733.0901060743716
224,0.02,0.25000000000000006,0.73,-725.4898683741978
225,0.02,0.26000000000000006,0.72,-718.5667114233077
226,0.02,0.2700000000000001,0.71,-712.2839203804256
227,0.02,0.2800000000000001,0.7,-706.6089602786476
228,0.02,0.2900000000000001,0.69,-701.5129523371347
229,0.02,0.3000000000000001,0.6799999999999999,-696.9702351934296
230,0.02,0.3100000000000001,0.6699999999999999,-692.9579955199379
231,0.02,0.3200000000000001,0.6599999999999999,-689.4559557521048
232,0.02,0.3300000000000001,0.6499999999999999,-686.4461091642246
233,0.02,0.34000000000000014,0.6399999999999999,-683.9124944735905
234,0.02,0.35000000000000014,0.6299999999999999,-681.8410036741969
235,0.02,0.36000000000000015,0.6199999999999999,-680.2192179996252
236,0.02,0.37000000000000016,0.6099999999999999,-679.0362678668137
237,0.02,0.38000000000000017,0.5999999999999999,-678.2827134146626
238,0.02,0.3900000000000002,0.5899999999999999,-677.950442866555
239,0.02,0.4000000000000002,0.5799999999999998,-678.0325864463122
240,0.02,0.4100000000000002,0.5699999999999998,-678.5234439877693
241,0.02,0.4200000000000002,0.5599999999999998,-679.4184247183168
242,0.02,0.4300000000000002,0.5499999999999998,-680.7139979814889
243,0.02,0.4400000000000002,0.5399999999999998,-682.407653904866
244,0.02,0.45000000000000023,0.5299999999999998,-684.4978732267416
245,0.02,0.46000000000000024,0.5199999999999998,-686.9841056758346
246,0.02,0.47000000000000025,0.5099999999999998,-689.8667564592233
247,0.02,0.48000000000000026,0.4999999999999998,-693.1471805599454
248,0.02,0.49000000000000027,0.48999999999999977,-696.827684682007
249,0.02,0.5000000000000002,0.47999999999999976,-700.9115368110299
250,0.02,0.5100000000000002,0.46999999999999975,-705.4029834872606
251,0.02,0.5200000000000002,0.45999999999999974,-710.3072750179472
252,0.02,0.5300000000000002,0.44999999999999973,-715.6306989919032
253,0.02,0.5400000000000003,0.4399999999999997,-721.3806226044554
254,0.02,0.5500000000000003,0.4299999999999997,-727.565544460301
255,0.02,0.5600000000000003,0.4199999999999997,-734.1951567000831
256,0.02,0.5700000000000003,0.4099999999999997,-741.2804184996006
257,0.02,0.5800000000000003,0.3999999999999997,-748.8336422254831
258,0.02,0.5900000000000003,0.3899999999999997,-756.8685938064114
259,0.02,0.6000000000000003,0.37999999999999967,-765.4006092050802
260,0.02,0.6100000000000003,0.36999999999999966,-774.4467292662287
261,0.02,0.6200000000000003,0.35999999999999965,-784.0258556868104
262,0.02,0.6300000000000003,0.34999999999999964,-794.1589314269075
263,0.02,0.6400000000000003,0.33999999999999964,-804.8691495814908
264,0.02,0.6500000000000004,0.3299999999999996,-816.1821955987984
265,0.02,0.6600000000000004,0.3199999999999996,-828.1265288069197
266,0.02,0.6700000000000004,0.3099999999999996,-840.7337105566423
267,0.02,0.6800000000000004,0.2999999999999996,-854.0387879860209
268,0.02,0.6900000000000004,0.2899999999999996,-868.0807445679679
269,0.02,0.7000000000000004,0.2799999999999996,-882.9030313616157
270,0.02,0.7100000000000004,0.2699999999999996,-898.5541964492646
271,0.02,0.7200000000000004,0.25999999999999956,-915.0886346761592
272,0.02,0.7300000000000004,0.24999999999999956,-932.5674858999613
273,0.02,0.7400000000000004,0.23999999999999955,-951.0597180355926
274,0.02,0.7500000000000004,0.22999999999999954,-970.6434420121091
275,0.02,0.7600000000000005,0.21999999999999953,-991.4075204439586
276,0.02,0.7700000000000005,0.20999999999999952,-1013.4535519755622
277,0.02,0.7800000000000005,0.1999999999999995,-1036.8983412915854
278,0.02,0.7900000000000005,0.1899999999999995,-1061.8770043376735
279,0.02,0.8000000000000005,0.1799999999999995,-1088.5469149829062
280,0.02,0.8100000000000005,0.16999999999999948,-1117.0927820070976
281,0.02,0.8200000000000005,0.15999999999999948,-1147.7332681110513
282,0.02,0.8300000000000005,0.14999999999999947,-1180.7297490105934
283,0.02,0.8400000000000005,0.13999999999999946,-1216.398100151236
284,0.02,0.8500000000000005,0.12999999999999945,-1255.1248601538261
285,0.02,0.8600000000000005,0.11999999999999944,-1297.389878183036
286,0.02,0.8700000000000006,0.10999999999999943,-1343.798840156074
287,0.02,0.8800000000000006,0.09999999999999942,-1395.131342554187
288,0.02,0.8900000000000006,0.08999999999999941,-1452.4143829002717
289,0.02,0.9000000000000006,0.0799999999999994,-1517.0393187007742
290,0.02,0.9100000000000006,0.0699999999999994,-1590.9573378203277
291,0.02,0.9200000000000006,0.05999999999999939,-1677.0266324737115
292,0.02,0.9300000000000006,0.04999999999999938,-1779.678975158251
293,0.02,0.9400000000000006,0.03999999999999937,-1906.339592934499
294,0.02,0.9500000000000006,0.02999999999999936,-2070.9291384180137
295,0.02,0.9600000000000006,0.01999999999999935,-2304.7012223084575
296,0.02,0.9700000000000006,0.009999999999999343,-2707.385687882506
297,0.03,0,0.97,-1466.0879663866765
298,0.03,0.01,0.96,-1353.3582264539566
299,0.03,0.02,0.95,-1267.3465927832904
300,0.03,0.03,0.94,-1198.2594880044123
301,0.03,0.04,0.9299999999999999,-1140.8733919472857
302,0.03,0.05,0.92,-1092.0709345465325
303,0.03,0.060000000000000005,0.91,-1049.841905222842
304,0.03,0.07,0.9,-1012.8142660976848
305,0.03,0.08,0.89,-980.0098892895982
306,0.03,0.09,0.88,-950.70702952694
307,0.03,0.09999999999999999,0.87,-924.358035706236
308,0.03,0.10999999999999999,0.86,-900.5376459561805
309,0.03,0.11999999999999998,0.8500000000000001,-878.9091653730628
310,0.03,0.12999999999999998,0.8400000000000001,-859.2015827820367
311,0.03,0.13999999999999999,0.8300000000000001,-841.1936381162711
312,0.03,0.15,0.8200000000000001,-824.7024518328587
313,0.03,0.16,0.81,-809.5752337996299
314,0.03,0.17,0.8,-795.6831224567245
315,0.03,0.18000000000000002,0.79,-782.916529810176
316,0.03,0.19000000000000003,0.78,-771.1815714843166
317,0.03,0.20000000000000004,0.77,-760.3972921812401
318,0.03,0.21000000000000005,0.76,-750.4934833063135
319,0.03,0.22000000000000006,0.75,-741.4089476717102
320,0.03,0.23000000000000007,0.74,-733.0901060743716
321,0.03,0.24000000000000007,0.73,-725.4898683741978
322,0.03,0.25000000000000006,0.72,-718.5667114233077
323,0.03,0.26000000000000006,0.71,-712.2839203804256
324,0.03,0.2700000000000001,0.7,-706.6089602786476
325,0.03,0.2800000000000001,0.69,-701.5129523371347
326,0.03,0.2900000000000001,0.6799999999999999,-696.9702351934296
327,0.03,0.3000000000000001,0.6699999999999999,-692.9579955199379
328,0.03,0.3100000000000001,0.6599999999999999,-689.4559557521048
329,0.03,0.3200000000000001,0.6499999999999999,-686.4461091642246
330,0.03,0.3300000000000001,0.6399999999999999,-683.9124944735905
331,0.03,0.34000000000000014,0.6299999999999999,-681.8410036741969
332,0.03,0.35000000000000014,0.6199999999999999,-680.2192179996252
333,0.03,0.36000000000000015,0.6099999999999999,-679.0362678668137
334,0.03,0.37000000000000016,0.5999999999999999,-678.2827134146626
335,0.03,0.38000000000000017,0.5899999999999999,-677.950442866555
336,0.03,0.3900000000000002,0.5799999999999998,-678.0325864463122
337,0.03,0.4000000000000002,0.5699999999999998,-678.5234439877693
338,0.03,0.4100000000000002,0.5599999999999998,-679.4184247183168
339,0.03,0.4200000000000002,0.5499999999999998,-680.7139979814889
340,0.03,0.4300000000000002,0.5399999999999998,-682.407653904866
341,0.03,0.4400000000000002,0.5299999999999998,-684.4978732267416
342,0.03,0.45000000000000023,0.5199999999999998,-686.9841056758346
343,0.03,0.46000000000000024,0.5099999999999998,-689.8667564592233
344,0.03,0.47000000000000025,0.4999999999999998,-693.1471805599454
345,0.03,0.48000000000000026,0.48999999999999977,-696.827684682007
346,0.03,0.49000000000000027,0.47999999999999976,-700.9115368110299
347,0.03,0.5000000000000002,0.46999999999999975,-705.4029834872606
348,0.03,0.5100000000000002,0.45999999999999974,-710.3072750179472
349,0.03,0.5200000000000002,0.44999999999999973,-715.6306989919032
350,0.03,0.5300000000000002,0.4399999999999997,-721.3806226044554
351,0.03,0.5400000000000003,0.4299999999999997,-727.565544460301
352,0.03,0.5500000000000003,0.4199999999999997,-734.1951567000831
353,0.03,0.5600000000000003,0.4099999999999997,-741.2804184996006
354,0.03,0.5700000000000003,0.3999999999999997,-748.8336422254831
355,0.03,0.5800000000000003,0.3899999999999997,-756.8685938064114
356,0.03,0.5900000000000003,0.37999999999999967,-765.4006092050802
357,0.03,0.6000000000000003,0.36999999999999966,-774.4467292662287
358,0.03,0.6100000000000003,0.35999999999999965,-784.0258556868104
359,0.03,0.6200000000000003,0.34999999999999964,-794.1589314269075
360,0.03,0.6300000000000003,0.33999999999999964,-804.8691495814908
361,0.03,0.6400000000000003,0.3299999999999996,-816.1821955987984
362,0.03,0.6500000000000004,0.3199999999999996,-828.1265288069197
363,0.03,0.6600000000000004,0.3099999999999996,-840.7337105566423
364,0.03,0.6700000000000004,0.2999999999999996,-854.0387879860209
365,0.03,0.6800000000000004,0.2899999999999996,-868.0807445679679
366,0.03,0.6900000000000004,0.2799999999999996,-882.9030313616157
367,0.03,0.7000000000000004,0.2699999999999996,-898.5541964492646
368,0.03,0.7100000000000004,0.25999999999999956,-915.0886346761592
369,0.03,0.7200000000000004,0.24999999999999956,-932.5674858999613
370,0.03,0.7300000000000004,0.23999999999999955,-951.0597180355926
371,0.03,0.7400000000000004,0.22999999999999954,-970.6434420121091
372,0.03,0.7500000000000004,0.21999999999999953,-991.4075204439586
373,0.03,0.7600000000000005,0.20999999999999952,-1013.4535519755622
374,0.03,0.7700000000000005,0.1999999999999995,-1036.8983412915854
375,0.03,0.7800000000000005,0.1899999999999995,-1061.8770043376735
376,0.03,0.7900000000000005,0.1799999999999995,-1088.5469149829062
377,0.03,0.8000000000000005,0.16999999999999948,-1117.0927820070976
378,0.03,0.8100000000000005,0.15999999999999948,-1147.7332681110513
379,0.03,0.8200000000000005,0.14999999999999947,-1180.7297490105934
380,0.03,0.8300000000000005,0.13999999999999946,-1216.398100151236
381,0.03,0.8400000000000005,0.12999999999999945,-1255.1248601538261
382,0.03,0.8500000000000005,0.11999999999999944,-1297.389878183036
383,0.03,0.8600000000000005,0.10999999999999943,-1343.798840156074
384,0.03,0.8700000000000006,0.09999999999999942,-1395.131342554187
385,0.03,0.8800000000000006,0.08999999999999941,-1452.4143829002717
386,0.03,0.8900000000000006,0.0799999999999994,-1517.0393187007742
387,0.03,0.9000000000000006,0.0699999999999994,-1590.9573378203277
388,0.03,0.9100000000000006,0.05999999999999939,-1677.0266324737115
389,0.03,0.9200000000000006,0.04999999999999938,-1779.678975158251
390,0.03,0.9300000000000006,0.03999999999999937,-1906.339592934499
391,0.03,0.9400000000000006,0.02999999999999936,-2070.9291384180137
392,0.03,0.9500000000000006,0.01999999999999935,-2304.7012223084575
393,0.03,0.9600000000000006,0.009999999999999343,-2707.385687882506
394,0.04,0,0.96,-1353.3582264539566
395,0.04,0.01,0.95,-1267.3465927832904
396,0.04,0.02,0.94,-1198.2594880044123
397,0.04,0.03,0.9299999999999999,-1140.8733919472857
398,0.04,0.04,0.92,-1092.0709345465325
399,0.04,0.05,0.91,-1049.841905222842
400,0.04,0.060000000000000005,0.9,-1012.8142660976848
401,0.04,0.07,0.89,-980.0098892895982
402,0.04,0.08,0.88,-950.70702952694
403,0.04,0.09,0.87,-924.358035706236
404,0.04,0.09999999999999999,0.86,-900.5376459561805
405,0.04,0.10999999999999999,0.85,-878.9091653730628
406,0.04,0.11999999999999998,0.8400000000000001,-859.2015827820367
407,0.04,0.12999999999999998,0.8300000000000001,-841.1936381162711
408,0.04,0.13999999999999999,0.8200000000000001,-824.7024518328587
409,0.04,0.15,0.81,-809.5752337996299
410,0.04,0.16,0.8,-795.6831224567245
411,0.04,0.17,0.79,-782.916529810176
412,0.04,0.18000000000000002,0.78,-771.1815714843166
413,0.04,0.19000000000000003,0.77,-760.3972921812401
414,0.04,0.20000000000000004,0.76,-750.4934833063135
415,0.04,0.21000000000000005,0.75,-741.4089476717102
416,0.04,0.22000000000000006,0.74,-733.0901060743716
417,0.04,0.23000000000000007,0.73,-725.4898683741978
418,0.04,0.24000000000000007,0.72,-718.5667114233077
419,0.04,0.25000000000000006,0.71,-712.2839203804256
420,0.04,0.26000000000000006,0.7,-706.6089602786476
421,0.04,0.2700000000000001,0.69,-701.5129523371347
422,0.04,0.2800000000000001,0.6799999999999999,-696.9702351934296
423,0.04,0.2900000000000001,0.6699999999999999,-692.9579955199379
424,0.04,0.3000000000000001,0.6599999999999999,-689.4559557521048
425,0.04,0.3100000000000001,0.6499999999999999,-686.4461091642246
426,0.04,0.3200000000000001,0.6399999999999999,-683.9124944735905
427,0.04,0.3300000000000001,0.6299999999999999,-681.8410036741969
428,0.04,0.34000000000000014,0.6199999999999999,-680.2192179996252
429,0.04,0.35000000000000014,0.6099999999999999,-679.0362678668137
430,0.04,0.36000000000000015,0.5999999999999999,-678.2827134146626
431,0.04,0.37000000000000016,0.5899999999999999,-677.950442866555
432,0.04,0.38000000000000017,0.5799999999999998,-678.0325864463122
433,0.04,0.3900000000000002,0.5699999999999998,-678.5234439877693
434,0.04,0.4000000000000002,0.5599999999999998,-679.4184247183168
435,0.04,0.4100000000000002,0.5499999999999998,-680.7139979814889
436,0.04,0.4200000000000002,0.5399999999999998,-682.407653904866
437,0.04,0.4300000000000002,0.5299999999999998,-684.4978732267416
438,0.04,0.4400000000000002,0.5199999999999998,-686.9841056758346
439,0.04,0.45000000000000023,0.5099999999999998,-689.8667564592233
440,0.04,0.46000000000000024,0.4999999999999998,-693.1471805599454
441,0.04,0.47000000000000025,0.48999999999999977,-696.827684682007
442,0.04,0.48000000000000026,0.47999999999999976,-700.9115368110299
443,0.04,0.49000000000000027,0.46999999999999975,-705.4029834872606
444,0.04,0.5000000000000002,0.45999999999999974,-710.3072750179472
445,0.04,0.5100000000000002,0.44999999999999973,-715.6306989919032
446,0.04,0.5200000000000002,0.4399999999999997,-721.3806226044554
447,0.04,0.5300000000000002,0.4299999999999997,-727.565544460301
448,0.04,0.5400000000000003,0.4199999999999997,-734.1951567000831
449,0.04,0.5500000000000003,0.4099999999999997,-741.2804184996006
450,0.04,0.5600000000000003,0.3999999999999997,-748.8336422254831
451,0.04,0.5700000000000003,0.3899999999999997,-756.8685938064114
452,0.04,0.5800000000000003,0.37999999999999967,-765.4006092050802
453,0.04,0.5900000000000003,0.36999999999999966,-774.4467292662287
454,0.04,0.6000000000000003,0.35999999999999965,-784.0258556868104
