,model,numberPoints,Pcn0_lbound,Pcn0_ubound,Pcn1_lbound,Pcn1_ubound,Ptrue0_lbound,Ptrue0_ubound,Ptrue1_lbound,Ptrue1_ubound,Puq0_lbound,Puq0_ubound,Puq1_lbound,Puq1_ubound,cn_time,em_iter,em_time,inside,num_points,precise0,precise1,uq_time
0,tree4_48362.uai,20,0.8410931109696576,0.8410931109696576,0.15890688903034247,0.15890688903034247,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8410931109696576,0.8410931109696576,0.15890688903034247,0.15890688903034247,14.639809,96.0,10738.0,1.0,1.0,0.8410931109696576,0.15890688903034247,4.175077
1,tree4_48362.uai,20,0.8303832218207419,0.8512576699924055,0.14874233000759446,0.1696167781792581,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8405478245237589,0.8410931109696576,0.15890688903034247,0.15945217547624094,13.965359,16.0,1476.0,1.0,2.0,0.8405478245237589,0.15945217547624094,0.27064299999999997
2,tree4_48362.uai,20,0.8303812480803386,0.8512576699924055,0.14874233000759446,0.16961875191966136,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8405478245237589,0.8410931109696576,0.15890688903034247,0.15945217547624094,12.99347,87.0,8370.0,1.0,3.0,0.8405515220714692,0.15944847792853067,0.24843900000000002
3,tree4_48362.uai,20,0.7683829931700195,0.9100959353220867,0.0899040646779133,0.2316170068299805,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8373883150697671,0.8410931109696576,0.15890688903034247,0.1626116849302329,12.116695,59.0,5325.0,1.0,4.0,0.8373883150697671,0.1626116849302329,1.658739
4,tree4_48362.uai,20,0.7683829931700195,0.9100970330739308,0.08990296692606921,0.2316170068299805,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8373883150697671,0.8410931109696576,0.15890688903034247,0.1626116849302329,15.207684,100.0,9194.0,1.0,5.0,0.8392040397166174,0.16079596028338264,0.309806
5,tree4_48362.uai,20,0.7683168666936608,0.9100970330739308,0.08990296692606921,0.23168313330633905,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8373883150697671,0.8410931109696576,0.15890688903034247,0.1626116849302329,20.47525,100.0,9091.0,1.0,6.0,0.8389301444522541,0.16106985554774592,0.295236
6,tree4_48362.uai,20,0.7479617396092881,0.9315446663388557,0.06845533366114438,0.2520382603907119,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8373883150697671,0.8421870276596628,0.1578129723403371,0.1626116849302329,13.817473,30.0,2742.0,1.0,7.0,0.8421870276596628,0.1578129723403371,0.856871
7,tree4_48362.uai,20,0.7479617396092881,0.9315446663388557,0.06845533366114438,0.2520382603907119,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8373883150697671,0.8421870276596628,0.1578129723403371,0.1626116849302329,15.211576,97.0,8815.0,1.0,8.0,0.838778233604479,0.16122176639552105,0.425208
8,tree4_48362.uai,20,0.7403278942495972,0.9387862168450674,0.061213783154932686,0.25967210575040284,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8369977747757338,0.8421870276596628,0.1578129723403371,0.16300222522426627,17.294505,98.0,9069.0,1.0,9.0,0.8369977747757338,0.16300222522426627,0.367536
9,tree4_48362.uai,20,0.7401484439902501,0.9387862168450674,0.061213783154932686,0.25985155600975013,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367793073886627,0.8421870276596628,0.1578129723403371,0.1632206926113374,16.148331,100.0,14354.0,1.0,10.0,0.8367793073886627,0.1632206926113374,0.34312699999999996
10,tree4_48362.uai,20,0.7388967631826235,0.9399722203827878,0.060027779617212174,0.26110323681737674,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8421870276596628,0.1578129723403371,0.16328406880408164,17.090618,100.0,9416.0,1.0,11.0,0.8367159311959184,0.16328406880408164,0.340901
11,tree4_48362.uai,20,0.7388967631826235,0.9399722929046843,0.06002770709531562,0.26110323681737674,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8421870276596628,0.1578129723403371,0.16328406880408164,20.209846,3.0,272.0,1.0,12.0,0.8394420798841217,0.1605579201158784,0.357831
12,tree4_48362.uai,20,0.7367073990812204,0.942347574240688,0.05765242575931192,0.2632926009187799,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,19.905655,3.0,276.0,1.0,13.0,0.8423730174161606,0.1576269825838394,0.638061
13,tree4_48362.uai,20,0.7367073990812204,0.942347574240688,0.05765242575931192,0.2632926009187799,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,19.372834,100.0,9119.0,1.0,14.0,0.8416426316329202,0.15835736836708,0.436156
14,tree4_48362.uai,20,0.7367073990812204,0.942347574240688,0.05765242575931192,0.2632926009187799,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,18.478613,83.0,7572.0,1.0,15.0,0.8420487721256406,0.1579512278743593,0.613325
15,tree4_48362.uai,20,0.7367073990812204,0.942347574240688,0.05765242575931192,0.2632926009187799,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,18.409692,40.0,3621.0,1.0,16.0,0.8414186268876891,0.15858137311231096,0.34997999999999996
16,tree4_48362.uai,20,0.7367073990812204,0.942347574240688,0.05765242575931192,0.2632926009187799,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,27.673308,100.0,9143.0,1.0,17.0,0.8394128118310175,0.16058718816898257,0.31085399999999996
17,tree4_48362.uai,20,0.7367073990812204,0.942347574240688,0.05765242575931192,0.2632926009187799,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,24.386969,74.0,6681.0,1.0,18.0,0.8387338851541057,0.16126611484589412,0.31586400000000003
18,tree4_48362.uai,20,0.7365001225282362,0.942347574240688,0.05765242575931192,0.26349987747176384,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,28.369203,100.0,9095.0,1.0,19.0,0.8393693116725792,0.16063068832742072,0.329966
19,tree4_48362.uai,20,0.7365001225282362,0.942347574240688,0.05765242575931192,0.26349987747176384,0.7275,0.9452999999999999,0.054699999999999985,0.2725,0.8367159311959184,0.8423730174161606,0.1576269825838394,0.16328406880408164,21.753181,85.0,8059.0,1.0,20.0,0.8420175130794247,0.15798248692057532,0.33781300000000003
