,model,numberPoints,Pcn0_lbound,Pcn0_ubound,Pcn1_lbound,Pcn1_ubound,Ptrue0_lbound,Ptrue0_ubound,Ptrue1_lbound,Ptrue1_ubound,Puq0_lbound,Puq0_ubound,Puq1_lbound,Puq1_ubound,cn_time,em_iter,em_time,inside,num_points,precise0,precise1,uq_time
0,tree6_49788.uai,20,0.5987356874276082,0.5987356874276082,0.40126431257239187,0.40126431257239187,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.5987356874276081,0.5987356874276081,0.4012643125723918,0.4012643125723918,18.249954,11.0,3684.0,1.0,1.0,0.5987356874276081,0.4012643125723918,3.8540389999999998
1,tree6_49788.uai,20,0.3752336463468513,0.5989307655769928,0.40106923442300724,0.6247663536531487,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3753020660289435,0.5987356874276081,0.4012643125723918,0.6246979339710563,21.306999,17.0,3614.0,1.0,2.0,0.3753020660289435,0.6246979339710563,0.321252
2,tree6_49788.uai,20,0.3752336463468513,0.6007990097759824,0.39920099022401756,0.6247663536531487,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3753020660289435,0.5987356874276081,0.4012643125723918,0.6246979339710563,21.063172,20.0,4100.0,1.0,3.0,0.5738115426379762,0.4261884573620235,0.32439300000000004
3,tree6_49788.uai,20,0.3269771889800749,0.6007990097759824,0.39920099022401756,0.6730228110199251,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,20.252122,23.0,4774.0,1.0,4.0,0.3269833310237048,0.6730166689762954,0.37360899999999997
4,tree6_49788.uai,20,0.3269771889800749,0.6009570787636911,0.39904292123630886,0.6730228110199251,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,19.669279,19.0,3906.0,1.0,5.0,0.3689849328145033,0.6310150671854968,0.363072
5,tree6_49788.uai,20,0.32696384125689304,0.6009570787636911,0.39904292123630886,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,18.499742,11.0,2285.0,1.0,6.0,0.43648677040911366,0.5635132295908866,0.42151799999999995
6,tree6_49788.uai,20,0.32696384125689304,0.6009646811664233,0.39903531883357674,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,16.098447,8.0,1645.0,1.0,7.0,0.3691339392584107,0.6308660607415892,0.34812699999999996
7,tree6_49788.uai,20,0.32696384125689304,0.6009646811664233,0.39903531883357674,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,23.005832,18.0,3720.0,1.0,8.0,0.36096629922633505,0.639033700773665,0.420743
8,tree6_49788.uai,20,0.32696384125689304,0.6009770097357103,0.3990229902642897,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,19.589966,16.0,3279.0,1.0,9.0,0.5742616041517797,0.42573839584822015,0.500733
9,tree6_49788.uai,20,0.32696384125689304,0.6009770097357103,0.3990229902642897,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,20.347416,16.0,3285.0,1.0,10.0,0.43081272287380196,0.5691872771261979,0.308655
