,model,numberPoints,Pcn0_lbound,Pcn0_ubound,Pcn1_lbound,Pcn1_ubound,Ptrue0_lbound,Ptrue0_ubound,Ptrue1_lbound,Ptrue1_ubound,Puq0_lbound,Puq0_ubound,Puq1_lbound,Puq1_ubound,cn_time,em_iter,em_time,inside,num_points,precise0,precise1,uq_time
0,poly6_11613.uai,20,-1.0,-1.0,-1.0,-1.0,0.47795494999999993,0.5082863,0.4917137,0.52204505,-1.0,-1.0,-1.0,-1.0,0.0,100.0,36571.0,1.0,1.0,0.504349127360779,0.49565087263922103,3.057187
1,poly6_11613.uai,20,-1.0,-1.0,-1.0,-1.0,0.47795494999999993,0.5082863,0.4917137,0.52204505,-1.0,-1.0,-1.0,-1.0,0.0,100.0,35608.0,1.0,2.0,0.5029575393086778,0.4970424606913223,0.250973
2,poly6_11613.uai,20,-1.0,-1.0,-1.0,-1.0,0.47795494999999993,0.5082863,0.4917137,0.52204505,-1.0,-1.0,-1.0,-1.0,0.0,100.0,35588.0,1.0,3.0,0.5045482361299499,0.49545176387004997,0.323819
3,poly6_11613.uai,20,0.49142301358166834,0.5116230576040343,0.488376942395966,0.5085769864183319,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.49690380925641564,0.5045482361299499,0.49545176387004997,0.5030961907435846,242.567624,28.0,9910.0,1.0,4.0,0.49690380925641564,0.5030961907435846,1.544098
4,poly6_11613.uai,20,0.49142301358166834,0.5116230576040343,0.488376942395966,0.5085769864183319,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.49690380925641564,0.5045482361299499,0.49545176387004997,0.5030961907435846,278.805034,100.0,35415.0,1.0,5.0,0.5031445092727868,0.49685549072721336,0.35902100000000003
5,poly6_11613.uai,20,0.49142301358166834,0.5116230576040343,0.488376942395966,0.5085769864183319,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.49690380925641564,0.5045482361299499,0.49545176387004997,0.5030961907435846,260.762277,69.0,24510.0,1.0,6.0,0.4998408393820005,0.5001591606179994,0.506749
6,poly6_11613.uai,20,0.47997172879217137,0.5193712541717607,0.4806287458282396,0.5200282712078289,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4968574141355126,0.5045482361299499,0.49545176387004997,0.5031425858644875,286.259295,93.0,33002.0,1.0,7.0,0.4968574141355126,0.5031425858644875,0.47436599999999995
7,poly6_11613.uai,20,0.4784625816648541,0.5197473623773076,0.48025263762269244,0.5215374183351459,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4964701685187656,0.5045482361299499,0.49545176387004997,0.5035298314812344,351.8349,46.0,16289.0,1.0,8.0,0.4964701685187656,0.5035298314812344,0.404877
8,poly6_11613.uai,20,0.4783674857355649,0.5203845059530133,0.4796154940469866,0.5216325142644354,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4964701685187656,0.5045482361299499,0.49545176387004997,0.5035298314812344,296.795065,100.0,35459.0,1.0,9.0,0.5009802020541899,0.4990197979458101,0.398641
9,poly6_11613.uai,20,0.4783674857355649,0.5203845059530133,0.4796154940469866,0.5216325142644354,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4964701685187656,0.5045482361299499,0.49545176387004997,0.5035298314812344,353.639568,100.0,35381.0,1.0,10.0,0.504251199100507,0.49574880089949297,0.351171
10,poly6_11613.uai,20,0.47800540593624696,0.5253337208617016,0.47466627913829834,0.521994594063753,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4964701685187656,0.5054020763427314,0.4945979236572686,0.5035298314812344,381.042498,100.0,35474.0,1.0,11.0,0.5054020763427314,0.4945979236572686,0.431862
11,poly6_11613.uai,20,0.47800540593624696,0.5255428208353462,0.4744571791646538,0.521994594063753,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4964701685187656,0.5054020763427314,0.4945979236572686,0.5035298314812344,351.279513,100.0,35504.0,1.0,12.0,0.5017254083605711,0.4982745916394289,0.426685
12,poly6_11613.uai,20,0.47774042687132684,0.5257287982714273,0.474271201728573,0.5222595731286732,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5054020763427314,0.4945979236572686,0.5039114983011448,441.84526,31.0,11046.0,1.0,13.0,0.4960885016988552,0.5039114983011448,0.681636
13,poly6_11613.uai,20,0.47774042687132684,0.526804159981821,0.4731958400181791,0.5222595731286732,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5103046479457988,0.4896953520542011,0.5039114983011448,516.161252,100.0,35600.0,0.0,14.0,0.5103046479457988,0.4896953520542011,0.39674
14,poly6_11613.uai,20,0.4777404268713266,0.5268041599818208,0.47319584001817916,0.5222595731286737,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5103046479457988,0.4896953520542011,0.5039114983011448,627.028557,100.0,35399.0,1.0,15.0,0.4981251568224583,0.5018748431775418,0.41508100000000003
15,poly6_11613.uai,20,0.4777404268713266,0.5268041599818208,0.47319584001817916,0.5222595731286737,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5103046479457988,0.4896953520542011,0.5039114983011448,627.961694,99.0,35072.0,1.0,16.0,0.4998144326900027,0.5001855673099973,0.532384
16,poly6_11613.uai,20,0.4777404268713266,0.5268041599818208,0.47319584001817916,0.5222595731286737,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5103046479457988,0.4896953520542011,0.5039114983011448,673.061851,100.0,35479.0,1.0,17.0,0.500852385086773,0.49914761491322723,0.358443
17,poly6_11613.uai,20,0.4777404268713269,0.526804159981821,0.4731958400181791,0.5222595731286731,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5103046479457988,0.4896953520542011,0.5039114983011448,761.791714,100.0,35661.0,1.0,18.0,0.49691113383306224,0.503088866166938,0.39097000000000004
18,poly6_11613.uai,20,0.4777404268713269,0.526804159981821,0.4731958400181791,0.5222595731286731,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5103046479457988,0.4896953520542011,0.5039114983011448,762.135691,100.0,35358.0,1.0,19.0,0.5013671545070221,0.49863284549297804,0.342717
19,poly6_11613.uai,20,0.4777404268713269,0.526804159981821,0.4731958400181791,0.5222595731286731,0.47795494999999993,0.5082863,0.4917137,0.52204505,0.4960885016988552,0.5103046479457988,0.4896953520542011,0.5039114983011448,769.983468,100.0,35423.0,1.0,20.0,0.5027892166301194,0.49721078336988067,0.390614
20,poly6_39497.uai,20,0.043766938481155634,0.043766938481155634,0.9562330615188444,0.9562330615188444,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.043766938481155634,0.043766938481155634,0.9562330615188444,0.9562330615188444,28.661401,84.0,32932.0,1.0,1.0,0.043766938481155634,0.9562330615188444,3.346937
21,poly6_39497.uai,20,0.040884539440484674,0.047222148728844206,0.952777851271156,0.9591154605595154,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.043766938481155634,0.04400232495036541,0.9559976750496346,0.9562330615188444,64.923824,39.0,14686.0,1.0,2.0,0.04400232495036541,0.9559976750496346,0.322589
22,poly6_39497.uai,20,0.03820336252257134,0.047999931941803055,0.9520000680581969,0.9617966374774287,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.041370964850800454,0.04400232495036541,0.9559976750496346,0.9586290351491995,87.364496,100.0,37651.0,1.0,3.0,0.041370964850800454,0.9586290351491995,0.290504
23,poly6_39497.uai,20,0.038022813177574666,0.0480252842137114,0.9519747157862886,0.9619771868224254,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.041281687173718204,0.04400232495036541,0.9559976750496346,0.9587183128262817,153.021394,85.0,31992.0,1.0,4.0,0.041281687173718204,0.9587183128262817,0.437377
24,poly6_39497.uai,20,0.03699821800615987,0.04816915521685556,0.9518308447831444,0.9630017819938401,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.039792919086366785,0.04400232495036541,0.9559976750496346,0.9602070809136334,187.048971,53.0,19919.0,1.0,5.0,0.039792919086366785,0.9602070809136334,0.399995
25,poly6_39497.uai,20,0.03699821800615987,0.04816915521685556,0.9518308447831444,0.9630017819938401,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.039792919086366785,0.04400232495036541,0.9559976750496346,0.9602070809136334,156.461842,74.0,27815.0,1.0,6.0,0.04380911955865573,0.9561908804413443,0.39601600000000003
26,poly6_39497.uai,20,0.03673451885743363,0.05080954128697051,0.9491904587130295,0.9632654811425664,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.039792919086366785,0.04634225715865318,0.9536577428413469,0.9602070809136334,133.573675,100.0,37577.0,0.0,7.0,0.04634225715865318,0.9536577428413469,0.435253
27,poly6_39497.uai,20,0.03673358096727474,0.050818932261961505,0.9491810677380386,0.9632664190327253,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.039792919086366785,0.04634225715865318,0.9536577428413469,0.9602070809136334,157.497466,74.0,27717.0,1.0,8.0,0.04348257403235679,0.9565174259676434,0.440666
28,poly6_39497.uai,20,0.03673358096727474,0.050818932261961505,0.9491810677380386,0.9632664190327253,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.039792919086366785,0.04634225715865318,0.9536577428413469,0.9602070809136334,205.200214,94.0,35338.0,1.0,9.0,0.043933798588202205,0.9560662014117977,0.408024
29,poly6_39497.uai,20,0.03673358096727474,0.050818932261961505,0.9491810677380386,0.9632664190327253,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.039792919086366785,0.04634225715865318,0.9536577428413469,0.9602070809136334,200.978333,67.0,25153.0,1.0,10.0,0.04436884231913864,0.9556311576808613,0.405791
30,poly6_39497.uai,20,0.03673358096727474,0.05107664975781884,0.9489233502421812,0.9632664190327253,0.03713376,0.044678079999999995,0.95532192,0.96286624,0.039792919086366785,0.04867588444531331,0.9513241155546871,0.9602070809136334,176.509765,29.0,10878.0,0.0,11.0,0.04867588444531331,0.9513241155546871,0.384513
