,model,numberPoints,Pcn0_lbound,Pcn0_ubound,Pcn1_lbound,Pcn1_ubound,Ptrue0_lbound,Ptrue0_ubound,Ptrue1_lbound,Ptrue1_ubound,Puq0_lbound,Puq0_ubound,Puq1_lbound,Puq1_ubound,em_iter,inside,num_points
0,tree6_49788.uai,20,0.5987356874276082,0.5987356874276082,0.40126431257239187,0.40126431257239187,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.5987356874276081,0.5987356874276081,0.4012643125723918,0.4012643125723918,11.0,1.0,1.0
1,tree6_49788.uai,20,0.3752336463468513,0.5989307655769928,0.40106923442300724,0.6247663536531487,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3753020660289435,0.5987356874276081,0.4012643125723918,0.6246979339710563,17.0,1.0,2.0
2,tree6_49788.uai,20,0.3752336463468513,0.6007990097759824,0.39920099022401756,0.6247663536531487,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3753020660289435,0.5987356874276081,0.4012643125723918,0.6246979339710563,20.0,1.0,3.0
3,tree6_49788.uai,20,0.3269771889800749,0.6007990097759824,0.39920099022401756,0.6730228110199251,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,23.0,1.0,4.0
4,tree6_49788.uai,20,0.3269771889800749,0.6009570787636911,0.39904292123630886,0.6730228110199251,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,19.0,1.0,5.0
5,tree6_49788.uai,20,0.32696384125689304,0.6009570787636911,0.39904292123630886,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,11.0,1.0,6.0
6,tree6_49788.uai,20,0.32696384125689304,0.6009646811664233,0.39903531883357674,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,8.0,1.0,7.0
7,tree6_49788.uai,20,0.32696384125689304,0.6009646811664233,0.39903531883357674,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,18.0,1.0,8.0
8,tree6_49788.uai,20,0.32696384125689304,0.6009770097357103,0.3990229902642897,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,16.0,1.0,9.0
9,tree6_49788.uai,20,0.32696384125689304,0.6009770097357103,0.3990229902642897,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,16.0,1.0,10.0
10,tree6_49788.uai,20,0.32696384125689304,0.6021503196776622,0.39784968032233775,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,11.0,1.0,11.0
11,tree6_49788.uai,20,0.32696384125689304,0.6023148250744466,0.3976851749255535,0.6730361587431066,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,7.0,1.0,12.0
12,tree6_49788.uai,20,0.3269366151425423,0.6023148250744466,0.3976851749255535,0.6730633848574578,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,11.0,1.0,13.0
13,tree6_49788.uai,20,0.3269366151425423,0.6023148250744466,0.3976851749255535,0.6730633848574578,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,10.0,1.0,14.0
14,tree6_49788.uai,20,0.3269366151425423,0.6023148250744466,0.3976851749255535,0.6730633848574578,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.5987356874276081,0.4012643125723918,0.6730166689762954,9.0,1.0,15.0
15,tree6_49788.uai,20,0.3269366151425423,0.60244737029043,0.39755262970956995,0.6730633848574578,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3269833310237048,0.601039730107207,0.3989602698927929,0.6730166689762954,15.0,1.0,16.0
