,model,numberPoints,Pcn0_lbound,Pcn0_ubound,Pcn1_lbound,Pcn1_ubound,Ptrue0_lbound,Ptrue0_ubound,Ptrue1_lbound,Ptrue1_ubound,Puq0_lbound,Puq0_ubound,Puq1_lbound,Puq1_ubound,cn_time,em_iter,em_time,inside,num_points,precise0,precise1,uq_time
0,tree6_49788.uai,20,0.6004121764271,0.6004121764271,0.39958782357290007,0.39958782357290007,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.6004121764270999,0.6004121764270999,0.3995878235729,0.3995878235729,16.289187,33.0,9723.0,1.0,1.0,0.6004121764270999,0.3995878235729,9.02195
1,tree6_49788.uai,20,0.37584360059668104,0.6004331249871452,0.3995668750128548,0.624156399403319,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.37585094920675044,0.6004121764270999,0.3995878235729,0.6241490507932492,20.747437,45.0,12383.0,1.0,2.0,0.37585094920675044,0.6241490507932492,0.26662199999999997
2,tree6_49788.uai,20,0.37584360059668104,0.6006111183089795,0.3993888816910205,0.624156399403319,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.37585094920675044,0.6004121764270999,0.3995878235729,0.6241490507932492,17.089747,41.0,8500.0,1.0,3.0,0.573717244412673,0.4262827555873267,0.303702
3,tree6_49788.uai,20,0.32734334846230556,0.6006111183089795,0.3993888816910205,0.6726566515376947,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3273453891860211,0.6004121764270999,0.3995878235729,0.6726546108139788,14.269341,52.0,11029.0,1.0,4.0,0.3273453891860211,0.6726546108139788,0.287073
4,tree6_49788.uai,20,0.32734334846230556,0.6006279070637308,0.39937209293626924,0.6726566515376947,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3273453891860211,0.6004121764270999,0.3995878235729,0.6726546108139788,12.471312,40.0,8679.0,1.0,5.0,0.36887615974486687,0.6311238402551331,0.31633100000000003
5,tree6_49788.uai,20,0.32734334846230556,0.6006331362686516,0.3993668637313485,0.6726566515376947,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3273453891860211,0.6004121764270999,0.3995878235729,0.6726546108139788,15.476228,37.0,7953.0,1.0,6.0,0.43746477122606375,0.5625352287739361,0.525432
6,tree6_49788.uai,20,0.32734334846230556,0.6006415860879403,0.3993584139120598,0.6726566515376947,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3273453891860211,0.6004121764270999,0.3995878235729,0.6726546108139788,18.409572,25.0,5263.0,1.0,7.0,0.3691603483017338,0.6308396516982661,0.430832
7,tree6_49788.uai,20,0.32734334846230556,0.6006415860879403,0.3993584139120598,0.6726566515376947,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3273453891860211,0.6004121764270999,0.3995878235729,0.6726546108139788,15.449669,47.0,10442.0,1.0,8.0,0.3614681566920669,0.638531843307933,0.386294
8,tree6_49788.uai,20,0.32734334846230556,0.6006415860879403,0.3993584139120598,0.6726566515376947,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3273453891860211,0.6004121764270999,0.3995878235729,0.6726546108139788,19.168198,36.0,7593.0,1.0,9.0,0.5739669446529265,0.4260330553470734,0.330395
9,tree6_49788.uai,20,0.32734334846230556,0.6006415860879403,0.3993584139120598,0.6726566515376947,0.318752,0.6190399999999999,0.38096,0.6812480000000001,0.3273453891860211,0.6004121764270999,0.3995878235729,0.6726546108139788,21.905911,45.0,9784.0,1.0,10.0,0.43162471491683707,0.5683752850831629,0.325812
